8,400000000000000355e+00;2,647850000000000203e-04;6,357070000000000038e-04;8,374539999999999545e-04;5,500000000000000000e+01;2,900000000000000000e+01
2,519999999999999929e+01;1,045907999999999907e-03;6,104280000000000183e-08;1,602180000000000032e-04;5,500000000000000000e+01;2,900000000000000000e+01
4,200000000000000000e+01;2,552126000000000047e-03;8,016469999999999499e-05;7,477440000000000020e-06;5,500000000000000000e+01;2,900000000000000000e+01
5,879999999999999716e+01;2,919199999999999833e-04;1,791840000000000110e-04;8,616640000000000346e-10;5,500000000000000000e+01;2,900000000000000000e+01
7,559999999999999432e+01;6,134209999999999533e-04;8,190030000000000595e-05;2,867969999999999919e-05;5,500000000000000000e+01;2,900000000000000000e+01
9,240000000000000568e+01;4,121090000000000213e-04;3,336489999999999987e-07;1,398029999999999979e-08;5,500000000000000000e+01;2,900000000000000000e+01
1,092000000000000028e+02;1,429609999999999887e-04;2,823470000000000175e-06;1,475729999999999940e-07;5,500000000000000000e+01;2,900000000000000000e+01
1,260000000000000000e+02;1,808339999999999899e-07;2,860839999999999870e-05;1,320330000000000071e-06;5,500000000000000000e+01;2,900000000000000000e+01
1,428000000000000114e+02;2,060920000000000166e-06;3,694749999999999819e-05;1,083579999999999949e-04;5,500000000000000000e+01;2,900000000000000000e+01
1,595999999999999943e+02;4,260839999999999680e-05;1,116700000000000040e-06;2,475670000000000236e-04;5,500000000000000000e+01;2,900000000000000000e+01
1,764000000000000057e+02;5,040190000000000273e-05;1,110099999999999968e-06;1,974439999999999887e-04;5,500000000000000000e+01;2,900000000000000000e+01
1,931999999999999886e+02;9,495250000000000272e-06;2,238169999999999851e-08;7,168100000000000507e-08;5,500000000000000000e+01;2,900000000000000000e+01
2,100000000000000000e+02;2,739790000000000072e-05;2,013149999999999945e-06;1,037770000000000061e-04;5,500000000000000000e+01;2,900000000000000000e+01
2,268000000000000114e+02;7,669519999999999712e-06;5,550930000000000062e-08;1,108080000000000002e-04;5,500000000000000000e+01;2,900000000000000000e+01
2,435999999999999943e+02;3,076939999999999715e-05;1,035409999999999926e-06;1,335129999999999912e-06;5,500000000000000000e+01;2,900000000000000000e+01
2,603999999999999773e+02;1,336430000000000010e-05;1,060459999999999955e-08;5,600969999999999629e-07;5,500000000000000000e+01;2,900000000000000000e+01
2,771999999999999886e+02;2,351069999999999836e-05;5,452710000000000391e-07;1,493670000000000049e-05;5,500000000000000000e+01;2,900000000000000000e+01
2,940000000000000000e+02;2,560690000000000042e-05;1,525499999999999995e-07;8,968260000000000766e-06;5,500000000000000000e+01;2,900000000000000000e+01
3,108000000000000114e+02;3,762089999999999754e-05;3,598490000000000084e-07;8,182469999999999604e-06;5,500000000000000000e+01;2,900000000000000000e+01
3,276000000000000227e+02;2,364660000000000159e-05;2,980640000000000146e-07;8,559499999999999956e-06;5,500000000000000000e+01;2,900000000000000000e+01
3,443999999999999773e+02;3,604509999999999816e-06;1,325219999999999994e-05;1,122259999999999992e-05;5,500000000000000000e+01;2,900000000000000000e+01
3,611999999999999886e+02;2,670829999999999973e-05;1,519999999999999921e-09;1,732259999999999912e-05;5,500000000000000000e+01;2,900000000000000000e+01
3,780000000000000000e+02;3,199019999999999739e-05;5,217369999999999820e-06;6,332719999999999907e-05;5,500000000000000000e+01;2,900000000000000000e+01
3,948000000000000114e+02;1,333200000000000043e-05;8,832669999999999444e-09;3,436410000000000104e-06;5,500000000000000000e+01;2,900000000000000000e+01
4,116000000000000227e+02;2,122310000000000014e-05;1,469039999999999965e-08;4,208009999999999713e-05;5,500000000000000000e+01;2,900000000000000000e+01
4,283999999999999773e+02;2,444660000000000070e-05;1,945599999999999899e-08;3,684979999999999954e-07;5,500000000000000000e+01;2,900000000000000000e+01
4,451999999999999886e+02;5,566600000000000202e-06;5,695369999999999865e-08;6,067349999999999600e-07;5,500000000000000000e+01;2,900000000000000000e+01
4,620000000000000000e+02;2,635460000000000005e-05;7,717410000000000547e-08;2,257109999999999808e-06;5,500000000000000000e+01;2,900000000000000000e+01
4,788000000000000114e+02;2,708860000000000014e-05;2,599009999999999858e-08;2,543469999999999892e-06;5,500000000000000000e+01;2,900000000000000000e+01
4,956000000000000227e+02;1,082239999999999992e-05;2,249140000000000035e-06;4,149660000000000115e-07;5,500000000000000000e+01;2,900000000000000000e+01
8,533333300000000676e+00;7,376319999999999443e-08;9,054909999999999673e-05;6,839999999999999733e-06;9,700000000000000000e+01;2,700000000000000000e+01
2,560000000000000142e+01;8,204650000000000398e-04;1,358120999999999894e-03;3,428850000000000214e-04;9,700000000000000000e+01;2,700000000000000000e+01
4,266666670000000039e+01;5,685469999999999760e-04;5,515980000000000188e-03;9,242009999999999521e-08;9,700000000000000000e+01;2,700000000000000000e+01
5,973333329999999819e+01;6,553930000000000454e-05;1,491120000000000048e-05;1,549320000000000135e-04;9,700000000000000000e+01;2,700000000000000000e+01
7,679999999999999716e+01;1,019830000000000026e-05;4,008729999999999818e-05;4,983579999999999684e-07;9,700000000000000000e+01;2,700000000000000000e+01
