Freq,PSD,frecuencia predominante,Tension resultante media
425.4833333,9.03109E-06,115,30
442.85,1.15784E-05,115,30
460.2166667,1.46366E-05,115,30
477.5833333,1.38158E-05,115,30
494.95,1.50244E-05,115,30
512.3166667,1.27414E-05,115,30
8.6833333,0.00074269,115,30
26.05,1.84516E-07,115,30
43.4166667,8.68094E-07,115,30
60.7833333,2.016E-05,115,30
78.15,8.84356E-08,115,30
95.5166667,1.08318E-06,115,30
112.8833333,5.07123E-07,115,30
130.25,6.05314E-09,115,30
147.6166667,3.26491E-10,115,30
164.9833333,5.70989E-06,115,30
182.35,4.19408E-08,115,30
199.7166667,1.99684E-08,115,30
217.0833333,1.16641E-07,115,30
234.45,4.46275E-07,115,30
251.8166667,7.57919E-07,115,30
269.1833333,1.6368E-07,115,30
286.55,3.20258E-07,115,30
303.9166667,1.45606E-10,115,30
321.2833333,1.27881E-06,115,30
338.65,1.32881E-06,115,30
356.0166667,1.7351E-06,115,30
373.3833333,6.81329E-07,115,30
390.75,2.21694E-06,115,30
408.1166667,8.99911E-07,115,30
425.4833333,1.19327E-06,115,30
442.85,2.93039E-06,115,30
460.2166667,1.03541E-06,115,30
477.5833333,2.2072E-06,115,30
494.95,1.97763E-06,115,30
512.3166667,1.88501E-06,115,30
8.6833333,0.000814089,115,30
26.05,0.000229031,115,30
43.4166667,8.34353E-09,115,30
60.7833333,2.2671E-05,115,30
78.15,4.17526E-06,115,30
95.5166667,6.08221E-07,115,30
112.8833333,5.53502E-06,115,30
130.25,3.25518E-06,115,30
147.6166667,1.44138E-05,115,30
164.9833333,3.44469E-05,115,30
182.35,1.07057E-06,115,30
199.7166667,1.57085E-06,115,30
217.0833333,1.2146E-05,115,30
234.45,4.88624E-06,115,30
251.8166667,4.35899E-06,115,30
269.1833333,1.98472E-06,115,30
286.55,3.37673E-06,115,30
303.9166667,1.64698E-06,115,30
321.2833333,6.6602E-09,115,30
338.65,6.1633E-06,115,30
356.0166667,1.30805E-07,115,30
373.3833333,9.21479E-06,115,30
390.75,1.04059E-06,115,30
408.1166667,8.52342E-08,115,30
425.4833333,1.80511E-06,115,30
442.85,3.47213E-08,115,30
460.2166667,2.92054E-06,115,30
477.5833333,2.38238E-07,115,30
494.95,4.65103E-07,115,30
512.3166667,9.21056E-07,115,30
8.6666667,2.68653E-06,111,28
26,0.000638475,111,28
43.3333333,0.001584664,111,28
60.6666667,0.000226825,111,28
78,0.000412564,111,28
95.3333333,2.57762E-05,111,28
112.6666667,7.73037E-09,111,28
130,2.48389E-07,111,28
147.3333333,1.51147E-05,111,28
164.6666667,9.03649E-06,111,28
182,1.03314E-05,111,28
199.3333333,1.06768E-05,111,28
216.6666667,8.69607E-06,111,28
234,1.58586E-05,111,28
251.3333333,9.21966E-06,111,28
268.6666667,9.32202E-06,111,28
286,1.11507E-05,111,28
303.3333333,1.22253E-05,111,28
320.6666667,1.31188E-05,111,28
338,1.37314E-05,111,28
355.3333333,1.11245E-05,111,28
372.6666667,1.34256E-05,111,28
390,8.84644E-06,111,28
407.3333333,1.05217E-05,111,28
424.6666667,8.9372E-06,111,28
442,9.44695E-06,111,28
459.3333333,1.63826E-05,111,28
476.6666667,8.14489E-06,111,28
494,1.89132E-05,111,28
511.3333333,9.47908E-06,111,28
8.6666667,4.04468E-05,111,28
26,0.000535102,111,28
43.3333333,0.000149235,111,28
60.6666667,0.000139988,111,28
78,1.53922E-06,111,28
95.3333333,1.42997E-05,111,28
112.6666667,1.16984E-05,111,28
130,7.99658E-06,111,28
147.3333333,1.1684E-06,111,28
164.6666667,1.84378E-05,111,28
182,2.31512E-06,111,28
199.3333333,8.54508E-07,111,28
216.6666667,3.98223E-06,111,28
234,1.22074E-06,111,28
251.3333333,4.10506E-06,111,28
268.6666667,8.50816E-07,111,28
286,2.1737E-07,111,28
303.3333333,2.92695E-07,111,28
320.6666667,4.4332E-07,111,28
338,1.35466E-06,111,28
355.3333333,2.12259E-07,111,28
372.6666667,3.75088E-08,111,28
390,9.67601E-08,111,28
407.3333333,1.5089E-07,111,28
424.6666667,1.11992E-10,111,28
442,1.4998E-09,111,28
459.3333333,4.54094E-09,111,28
476.6666667,2.96509E-07,111,28
494,2.33376E-08,111,28
511.3333333,2.30798E-09,111,28
8.6666667,0.000248341,111,28
26,4.37469E-05,111,28
43.3333333,5.48499E-06,111,28
60.6666667,2.2397E-06,111,28
78,2.98417E-07,111,28
95.3333333,4.30481E-07,111,28
112.6666667,1.73937E-06,111,28
130,7.07108E-05,111,28
147.3333333,9.30214E-06,111,28
164.6666667,2.76176E-06,111,28
182,3.28943E-06,111,28
199.3333333,6.42572E-06,111,28
216.6666667,9.97989E-07,111,28
234,3.18742E-06,111,28
251.3333333,4.2259E-11,111,28
268.6666667,2.92159E-07,111,28
286,1.98634E-07,111,28
303.3333333,1.38797E-06,111,28
320.6666667,1.68337E-06,111,28
338,2.35468E-07,111,28
355.3333333,1.24844E-07,111,28
372.6666667,1.24546E-08,111,28
390,8.5863E-08,111,28
407.3333333,4.1856E-07,111,28
424.6666667,1.12088E-06,111,28
442,3.2918E-07,111,28
459.3333333,1.13826E-07,111,28
476.6666667,2.89406E-07,111,28
494,4.30476E-08,111,28
511.3333333,1.24414E-08,111,28
8.2666667,0.00057662,34,49
24.8,5.46126E-06,34,49
41.3333333,0.000184443,34,49
57.8666667,6.75156E-06,34,49
74.4,0.000404339,34,49
90.9333333,4.95726E-07,34,49
107.4666667,8.61059E-06,34,49
124,2.09159E-05,34,49
140.5333333,5.71919E-05,34,49
157.0666667,3.59618E-05,34,49
173.6,8.38149E-08,34,49
190.1333333,0.000116202,34,49
206.6666667,4.86258E-05,34,49
223.2,2.95097E-07,34,49
239.7333333,5.34998E-08,34,49
256.2666667,1.05578E-05,34,49
272.8,9.69428E-06,34,49
289.3333333,2.62024E-05,34,49
305.8666667,1.1213E-05,34,49
322.4,1.64048E-05,34,49
338.9333333,1.17348E-05,34,49
355.4666667,1.63899E-05,34,49
372,1.64538E-05,34,49
388.5333333,7.81518E-06,34,49
405.0666667,1.33642E-05,34,49
421.6,2.16839E-05,34,49
438.1333333,2.04369E-05,34,49
454.6666667,1.72553E-05,34,49
471.2,1.20738E-05,34,49
487.7333333,1.29082E-05,34,49
8.2666667,3.61953E-06,34,49
24.8,3.76919E-06,34,49
41.3333333,1.76565E-06,34,49
57.8666667,1.93646E-05,34,49
74.4,3.46493E-07,34,49
90.9333333,4.46899E-06,34,49
107.4666667,4.17267E-06,34,49
124,8.96801E-07,34,49
140.5333333,3.36999E-06,34,49
157.0666667,3.40064E-06,34,49
173.6,3.78755E-06,34,49
190.1333333,5.5754E-07,34,49
206.6666667,5.98536E-05,34,49
223.2,0.000109094,34,49
239.7333333,1.21161E-05,34,49
256.2666667,6.47869E-07,34,49
272.8,6.36729E-06,34,49
289.3333333,7.46585E-07,34,49
305.8666667,3.30621E-06,34,49
322.4,1.08731E-06,34,49
338.9333333,7.70573E-09,34,49
355.4666667,4.11292E-07,34,49
372,7.39586E-07,34,49
388.5333333,1.08207E-05,34,49
405.0666667,1.65455E-07,34,49
421.6,1.75183E-06,34,49
438.1333333,3.2365E-07,34,49
454.6666667,7.50847E-07,34,49
471.2,3.53314E-06,34,49
487.7333333,1.29733E-06,34,49
8.2666667,4.86356E-07,34,49
24.8,5.25024E-08,34,49
41.3333333,4.1507E-05,34,49
57.8666667,1.47183E-06,34,49
74.4,0.000109125,34,49
90.9333333,1.32979E-05,34,49
107.4666667,1.85363E-05,34,49
124,4.53897E-06,34,49
140.5333333,7.79859E-06,34,49
157.0666667,9.50505E-06,34,49
173.6,1.10289E-05,34,49
190.1333333,9.25764E-05,34,49
206.6666667,2.16842E-05,34,49
223.2,2.42715E-05,34,49
239.7333333,3.77202E-05,34,49
256.2666667,7.78621E-07,34,49
272.8,1.5308E-07,34,49
289.3333333,5.04919E-06,34,49
305.8666667,8.36171E-07,34,49
322.4,5.00925E-06,34,49
338.9333333,1.47904E-06,34,49
355.4666667,3.69805E-06,34,49
372,2.13941E-07,34,49
388.5333333,1.30145E-06,34,49
405.0666667,5.47163E-07,34,49
421.6,2.20805E-05,34,49
438.1333333,8.50111E-07,34,49
454.6666667,2.27494E-08,34,49
471.2,8.57396E-06,34,49
487.7333333,2.06377E-06,34,49
8.3833333,8.71604E-05,233,36
25.15,5.94851E-09,233,36
41.9166667,5.7204E-07,233,36
58.6833333,0.00011718,233,36
75.45,5.98583E-05,233,36
92.2166667,2.29591E-05,233,36
108.9833333,6.98112E-06,233,36
125.75,9.6587E-06,233,36
142.5166667,5.251E-05,233,36
159.2833333,2.89579E-05,233,36
176.05,2.01351E-05,233,36
192.8166667,1.37584E-05,233,36
209.5833333,1.65067E-05,233,36
226.35,1.8087E-05,233,36
243.1166667,2.07895E-05,233,36
259.8833333,2.58908E-05,233,36
276.65,1.85776E-05,233,36
293.4166667,1.98342E-05,233,36
310.1833333,2.17507E-05,233,36
326.95,2.02782E-05,233,36
343.7166667,2.35402E-05,233,36
360.4833333,1.6582E-05,233,36
377.25,1.72992E-05,233,36
394.0166667,2.02957E-05,233,36
410.7833333,1.73597E-05,233,36
427.55,2.06919E-05,233,36
444.3166667,2.36389E-05,233,36
461.0833333,1.43877E-05,233,36
477.85,1.89854E-05,233,36
494.6166667,2.50231E-05,233,36
8.3833333,0.000167164,233,36
25.15,3.65349E-08,233,36
41.9166667,5.71054E-06,233,36
58.6833333,1.79601E-05,233,36
75.45,6.74752E-08,233,36
92.2166667,4.12403E-07,233,36
108.9833333,1.81104E-06,233,36
125.75,2.32201E-08,233,36
142.5166667,5.11753E-05,233,36
159.2833333,2.31435E-07,233,36
176.05,1.26387E-07,233,36
192.8166667,5.23822E-07,233,36
209.5833333,3.21537E-06,233,36
226.35,1.69665E-06,233,36
243.1166667,4.45156E-06,233,36
259.8833333,9.59212E-06,233,36
276.65,7.19665E-08,233,36
293.4166667,2.46512E-07,233,36
310.1833333,1.29836E-06,233,36
326.95,1.52127E-06,233,36
343.7166667,1.37147E-06,233,36
360.4833333,1.88129E-06,233,36
377.25,1.42937E-06,233,36
394.0166667,2.52318E-06,233,36
410.7833333,6.8008E-06,233,36
427.55,3.55056E-06,233,36
444.3166667,1.64959E-06,233,36
461.0833333,4.1861E-07,233,36
477.85,1.96151E-06,233,36
494.6166667,2.05445E-06,233,36
8.3833333,0.000161462,233,36
25.15,5.65852E-06,233,36
41.9166667,3.46397E-07,233,36
58.6833333,1.35749E-05,233,36
75.45,1.948E-07,233,36
92.2166667,3.88451E-06,233,36
108.9833333,1.70957E-06,233,36
125.75,1.96043E-06,233,36
142.5166667,6.8643E-05,233,36
159.2833333,1.01455E-05,233,36
176.05,1.95128E-05,233,36
192.8166667,3.38068E-06,233,36
209.5833333,1.9E-09,233,36
226.35,1.32475E-06,233,36
243.1166667,5.56561E-06,233,36
259.8833333,7.3661E-07,233,36
276.65,1.85239E-07,233,36
293.4166667,7.83391E-07,233,36
310.1833333,9.72605E-07,233,36
326.95,1.00679E-05,233,36
343.7166667,1.16365E-05,233,36
360.4833333,1.76248E-06,233,36
377.25,9.06638E-06,233,36
394.0166667,1.06649E-06,233,36
410.7833333,1.40022E-08,233,36
427.55,1.82442E-06,233,36
444.3166667,3.24356E-06,233,36
461.0833333,8.36882E-08,233,36
477.85,6.7994E-06,233,36
494.6166667,2.05638E-06,233,36
8.55,0.000511543,235,22
25.65,7.76554E-05,235,22
42.75,1.59328E-05,235,22
59.85,1.48513E-06,235,22
76.95,2.2097E-06,235,22
94.05,4.59855E-06,235,22
111.15,2.70459E-05,235,22
128.25,1.9772E-05,235,22
145.35,1.56607E-05,235,22
162.45,1.69893E-05,235,22
179.55,1.05903E-05,235,22
196.65,1.68169E-05,235,22
213.75,5.22136E-06,235,22
230.85,2.50261E-05,235,22
247.95,1.19246E-05,235,22
265.05,1.72178E-05,235,22
282.15,1.77698E-05,235,22
299.25,1.4396E-05,235,22
316.35,1.18821E-05,235,22
333.45,1.08735E-05,235,22
350.55,1.48797E-05,235,22
367.65,1.17887E-05,235,22
384.75,1.25755E-05,235,22
401.85,1.27144E-05,235,22
418.95,1.75739E-05,235,22
436.05,1.01597E-05,235,22
453.15,1.42505E-05,235,22
470.25,2.11525E-05,235,22
487.35,1.0347E-05,235,22
504.45,1.26761E-05,235,22
8.55,0.000105727,235,22
25.65,1.1668E-05,235,22
42.75,1.10105E-05,235,22
59.85,1.72346E-05,235,22
76.95,9.21608E-08,235,22
94.05,7.60862E-07,235,22
111.15,2.74361E-06,235,22
128.25,1.88301E-06,235,22
145.35,4.98103E-06,235,22
162.45,3.07048E-07,235,22
179.55,1.34936E-05,235,22
196.65,4.16671E-06,235,22
213.75,1.90444E-07,235,22
230.85,0.000105706,235,22
247.95,1.44604E-06,235,22
265.05,1.4799E-06,235,22
282.15,3.39245E-06,235,22
299.25,5.51353E-06,235,22
316.35,3.12166E-07,235,22
333.45,2.39526E-07,235,22
350.55,1.14472E-06,235,22
367.65,1.77709E-06,235,22
384.75,4.25636E-07,235,22
401.85,4.22313E-10,235,22
418.95,7.39595E-09,235,22
436.05,2.18819E-06,235,22
453.15,2.93381E-07,235,22
470.25,1.90145E-06,235,22
487.35,2.33272E-06,235,22
504.45,2.31407E-06,235,22
8.55,0.000201176,235,22
25.65,3.22896E-05,235,22
42.75,2.59421E-06,235,22
59.85,4.57473E-07,235,22
76.95,8.95799E-06,235,22
94.05,1.22063E-05,235,22
111.15,2.19665E-08,235,22
128.25,2.76749E-06,235,22
145.35,1.7558E-05,235,22
162.45,8.59713E-08,235,22
179.55,1.33438E-05,235,22
196.65,2.4764E-06,235,22
213.75,0.000119427,235,22
230.85,3.35915E-07,235,22
247.95,5.27691E-05,235,22
265.05,9.05492E-06,235,22
282.15,8.1735E-07,235,22
299.25,3.56302E-07,235,22
316.35,2.03366E-07,235,22
333.45,3.37093E-07,235,22
350.55,3.59589E-08,235,22
367.65,5.03474E-07,235,22
384.75,4.45741E-07,235,22
401.85,2.52153E-07,235,22
418.95,7.92066E-07,235,22
436.05,3.07951E-06,235,22
453.15,2.45625E-06,235,22
470.25,2.08711E-06,235,22
487.35,1.02438E-07,235,22
504.45,1.92794E-07,235,22
8.4,6.90607E-06,45,24
25.2,0.00055833,45,24
42,3.40248E-05,45,24
58.8,0.002099061,45,24
75.6,5.09509E-05,45,24
92.4,1.73009E-06,45,24
109.2,6.09873E-05,45,24
126,6.70389E-06,45,24
142.8,1.26262E-06,45,24
159.6,9.96052E-06,45,24
176.4,2.40129E-05,45,24
193.2,3.00259E-06,45,24
210,5.32214E-06,45,24
226.8,3.6974E-06,45,24
243.6,1.42073E-05,45,24
260.4,1.20973E-06,45,24
277.2,4.53235E-06,45,24
294,2.97055E-07,45,24
310.8,1.63752E-06,45,24
327.6,3.24241E-07,45,24
344.4,1.32503E-06,45,24
361.2,2.57644E-06,45,24
378,1.66003E-06,45,24
394.8,3.64449E-06,45,24
411.6,5.03087E-06,45,24
428.4,2.16772E-06,45,24
445.2,8.70216E-06,45,24
462,3.12187E-07,45,24
478.8,3.06371E-06,45,24
495.6,4.22161E-06,45,24
8.4,0.00050272,45,24
25.2,3.21431E-06,45,24
42,5.31356E-06,45,24
58.8,0.000436803,45,24
75.6,1.11666E-05,45,24
92.4,1.81422E-06,45,24
109.2,1.6185E-05,45,24
126,2.51503E-06,45,24
142.8,4.59213E-05,45,24
159.6,2.25454E-05,45,24
176.4,3.68931E-05,45,24
193.2,1.48596E-05,45,24
210,1.1805E-05,45,24
226.8,6.64802E-06,45,24
243.6,2.45787E-07,45,24
260.4,1.21632E-05,45,24
277.2,7.5151E-06,45,24
294,4.71073E-07,45,24
310.8,4.18536E-06,45,24
327.6,4.10592E-06,45,24
344.4,1.1989E-05,45,24
361.2,6.30276E-07,45,24
378,6.68655E-06,45,24
394.8,2.17394E-06,45,24
411.6,7.18185E-07,45,24
428.4,7.26814E-06,45,24
445.2,7.28035E-07,45,24
462,3.99809E-06,45,24
478.8,1.27338E-07,45,24
495.6,4.31294E-06,45,24
8.4,2.76902E-05,45,24
25.2,1.83061E-06,45,24
42,6.02807E-06,45,24
58.8,2.02673E-07,45,24
75.6,5.38764E-05,45,24
92.4,3.09812E-08,45,24
109.2,6.9921E-06,45,24
126,4.62065E-06,45,24
142.8,0.00015624,45,24
159.6,0.000318957,45,24
176.4,0.00149406,45,24
193.2,0.000107287,45,24
210,7.08791E-05,45,24
226.8,4.07829E-06,45,24
243.6,0.000129873,45,24
260.4,1.23448E-05,45,24
277.2,9.44798E-07,45,24
294,1.86647E-05,45,24
310.8,5.51048E-06,45,24
327.6,1.62103E-06,45,24
344.4,4.33125E-06,45,24
361.2,2.64119E-05,45,24
378,4.35182E-06,45,24
394.8,1.66763E-06,45,24
411.6,2.69912E-06,45,24
428.4,3.95198E-07,45,24
445.2,1.88583E-06,45,24
462,4.13142E-06,45,24
478.8,6.91272E-07,45,24
495.6,1.3145E-06,45,24
8.5333333,0.000407168,241,40
25.6,0.001329355,241,40
42.6666667,1.27907E-06,241,40
59.7333333,1.94427E-05,241,40
76.8,1.24381E-05,241,40
93.8666667,3.76886E-06,241,40
110.9333333,9.7646E-08,241,40
128,1.08765E-05,241,40
145.0666667,2.46235E-07,241,40
162.1333333,5.73268E-06,241,40
179.2,1.83996E-05,241,40
196.2666667,2.04471E-05,241,40
213.3333333,2.38918E-06,241,40
230.4,2.24193E-05,241,40
247.4666667,6.76484E-07,241,40
264.5333333,1.8002E-06,241,40
281.6,2.73624E-06,241,40
298.6666667,2.83767E-07,241,40
315.7333333,3.65164E-06,241,40
332.8,1.77895E-08,241,40
349.8666667,1.2933E-07,241,40
366.9333333,1.70132E-07,241,40
384,7.88832E-06,241,40
401.0666667,4.2801E-06,241,40
418.1333333,2.07119E-06,241,40
435.2,1.7359E-06,241,40
452.2666667,1.04662E-06,241,40
469.3333333,6.25015E-06,241,40
486.4,1.6618E-06,241,40
503.4666667,6.56828E-06,241,40
8.5333333,0.000134318,241,40
25.6,1.27763E-06,241,40
42.6666667,0.000205996,241,40
59.7333333,2.05211E-05,241,40
76.8,1.61945E-07,241,40
93.8666667,1.16287E-07,241,40
110.9333333,1.23217E-05,241,40
128,1.52208E-06,241,40
145.0666667,2.03858E-05,241,40
162.1333333,2.21898E-05,241,40
179.2,4.19947E-06,241,40
196.2666667,7.20719E-06,241,40
213.3333333,4.15273E-07,241,40
230.4,8.45655E-05,241,40
247.4666667,3.83698E-05,241,40
264.5333333,2.02631E-06,241,40
281.6,3.49593E-06,241,40
298.6666667,2.61554E-06,241,40
315.7333333,2.63108E-06,241,40
332.8,1.38676E-06,241,40
349.8666667,5.82521E-07,241,40
366.9333333,6.63721E-07,241,40
384,2.46704E-08,241,40
401.0666667,2.23037E-06,241,40
418.1333333,8.36936E-07,241,40
435.2,1.57146E-06,241,40
452.2666667,2.37341E-06,241,40
469.3333333,5.88359E-08,241,40
486.4,8.69E-08,241,40
503.4666667,8.43502E-07,241,40
8.5333333,0.00156944,241,40
25.6,2.13578E-05,241,40
42.6666667,6.6915E-05,241,40
59.7333333,6.80135E-06,241,40
76.8,0.000115477,241,40
93.8666667,3.81949E-05,241,40
110.9333333,3.71609E-07,241,40
128,0.000133673,241,40
145.0666667,0.000192479,241,40
162.1333333,1.70615E-06,241,40
179.2,8.13393E-07,241,40
196.2666667,4.93151E-07,241,40
213.3333333,7.92875E-05,241,40
230.4,0.000163874,241,40
247.4666667,4.52046E-05,241,40
264.5333333,0.000585406,241,40
281.6,0.000385303,241,40
298.6666667,2.73523E-05,241,40
315.7333333,0.000702977,241,40
332.8,7.91869E-06,241,40
349.8666667,2.32556E-05,241,40
366.9333333,8.32932E-05,241,40
384,1.62967E-05,241,40
401.0666667,3.54859E-08,241,40
418.1333333,4.00183E-05,241,40
435.2,3.38376E-05,241,40
452.2666667,7.36476E-07,241,40
469.3333333,1.69813E-05,241,40
486.4,1.27006E-05,241,40
503.4666667,6.30782E-06,241,40
8.5333333,0.000117193,221,50
25.6,0.002189257,221,50
42.6666667,0.000170775,221,50
59.7333333,2.69328E-07,221,50
76.8,1.25789E-07,221,50
93.8666667,6.34678E-06,221,50
110.9333333,2.3683E-06,221,50
128,2.17427E-05,221,50
145.0666667,4.82524E-05,221,50
162.1333333,2.93193E-05,221,50
179.2,1.48859E-05,221,50
196.2666667,3.50564E-05,221,50
213.3333333,1.31433E-05,221,50
230.4,9.47373E-06,221,50
247.4666667,3.50296E-05,221,50
264.5333333,1.01514E-05,221,50
281.6,6.03598E-05,221,50
298.6666667,4.23933E-06,221,50
315.7333333,3.30697E-05,221,50
332.8,2.9803E-05,221,50
349.8666667,2.1089E-05,221,50
366.9333333,1.18888E-05,221,50
384,4.2185E-05,221,50
401.0666667,9.79251E-06,221,50
418.1333333,2.29987E-05,221,50
435.2,2.05244E-05,221,50
452.2666667,6.30023E-06,221,50
469.3333333,3.30206E-05,221,50
486.4,5.5983E-06,221,50
503.4666667,2.80826E-05,221,50
8.5333333,5.47985E-07,221,50
25.6,0.00014793,221,50
42.6666667,9.66049E-06,221,50
59.7333333,8.96518E-05,221,50
76.8,1.0597E-06,221,50
93.8666667,4.94483E-06,221,50
110.9333333,1.1081E-06,221,50
128,1.00793E-05,221,50
145.0666667,1.55412E-06,221,50
162.1333333,5.44347E-06,221,50
179.2,5.52808E-05,221,50
196.2666667,3.77459E-06,221,50
213.3333333,1.15393E-05,221,50
230.4,4.57229E-07,221,50
247.4666667,1.05708E-07,221,50
264.5333333,4.24343E-06,221,50
281.6,1.34289E-05,221,50
298.6666667,2.36396E-06,221,50
315.7333333,2.38943E-07,221,50
332.8,5.59803E-06,221,50
349.8666667,1.81105E-06,221,50
366.9333333,3.85469E-06,221,50
384,3.29634E-08,221,50
401.0666667,1.98107E-06,221,50
418.1333333,2.35655E-06,221,50
435.2,5.0116E-07,221,50
452.2666667,1.92111E-06,221,50
469.3333333,5.56202E-07,221,50
486.4,2.80396E-06,221,50
503.4666667,3.3694E-07,221,50
8.5333333,0.001862982,221,50
25.6,0.000138077,221,50
42.6666667,3.36556E-07,221,50
59.7333333,0.000104904,221,50
76.8,1.86922E-05,221,50
93.8666667,1.53388E-05,221,50
110.9333333,1.15764E-08,221,50
128,3.35281E-06,221,50
145.0666667,8.9407E-08,221,50
162.1333333,0.000184912,221,50
179.2,4.42604E-05,221,50
196.2666667,7.3239E-05,221,50
213.3333333,6.10572E-05,221,50
230.4,3.48075E-05,221,50
247.4666667,1.87548E-06,221,50
264.5333333,2.31791E-06,221,50
281.6,9.60984E-07,221,50
298.6666667,1.54402E-06,221,50
315.7333333,3.75591E-08,221,50
332.8,3.88582E-07,221,50
349.8666667,1.77771E-05,221,50
366.9333333,1.11587E-06,221,50
384,8.79523E-06,221,50
401.0666667,9.71787E-06,221,50
418.1333333,9.38544E-07,221,50
435.2,3.32216E-09,221,50
452.2666667,7.90965E-06,221,50
469.3333333,4.62456E-08,221,50
486.4,2.69316E-08,221,50
503.4666667,9.39585E-07,221,50
8.4,0.006550198,152,25
25.2,0.014193683,152,25
42,0.000485014,152,25
58.8,0.000341029,152,25
75.6,0.001711615,152,25
92.4,0.000158536,152,25
109.2,0.000316759,152,25
126,2.1066E-05,152,25
142.8,0.000137118,152,25
159.6,0.000247105,152,25
176.4,3.03479E-09,152,25
193.2,2.66968E-06,152,25
210,8.03166E-05,152,25
226.8,5.12532E-06,152,25
243.6,1.31444E-05,152,25
260.4,1.11211E-05,152,25
277.2,2.34979E-05,152,25
294,2.44088E-05,152,25
310.8,4.06279E-05,152,25
327.6,3.17139E-06,152,25
344.4,3.09624E-05,152,25
361.2,2.86387E-05,152,25
378,1.50507E-06,152,25
394.8,2.93226E-05,152,25
411.6,1.82058E-05,152,25
428.4,3.88449E-05,152,25
445.2,2.61075E-05,152,25
462,9.10236E-06,152,25
478.8,5.34716E-05,152,25
495.6,3.43858E-06,152,25
8.4,0.000351825,152,25
25.2,0.001931976,152,25
42,0.000207224,152,25
58.8,2.98939E-05,152,25
75.6,3.37383E-08,152,25
92.4,1.57954E-06,152,25
109.2,4.35557E-05,152,25
126,1.91484E-05,152,25
142.8,9.89638E-06,152,25
159.6,9.80056E-06,152,25
176.4,3.63642E-05,152,25
193.2,2.45418E-05,152,25
210,1.69878E-06,152,25
226.8,2.01781E-05,152,25
243.6,2.78824E-05,152,25
260.4,8.50998E-08,152,25
277.2,2.18921E-07,152,25
294,3.75454E-06,152,25
310.8,3.20096E-08,152,25
327.6,6.4716E-06,152,25
344.4,2.28146E-06,152,25
361.2,5.61053E-07,152,25
378,8.67153E-09,152,25
394.8,9.57326E-07,152,25
411.6,1.20483E-06,152,25
428.4,1.1759E-08,152,25
445.2,5.57825E-07,152,25
462,1.73774E-06,152,25
478.8,4.05105E-07,152,25
495.6,4.28699E-06,152,25
8.4,0.003561708,152,25
25.2,4.09122E-05,152,25
42,3.5401E-05,152,25
58.8,5.36482E-05,152,25
75.6,7.34104E-08,152,25
92.4,1.3107E-05,152,25
109.2,7.27543E-05,152,25
126,0.00051079,152,25
142.8,0.000220455,152,25
159.6,5.67634E-06,152,25
176.4,2.062E-07,152,25
193.2,0.000255672,152,25
210,3.60317E-05,152,25
226.8,2.28444E-05,152,25
243.6,2.52651E-06,152,25
260.4,2.95991E-06,152,25
277.2,1.66245E-06,152,25
294,1.61628E-05,152,25
310.8,1.4432E-05,152,25
327.6,2.40385E-05,152,25
344.4,3.60311E-06,152,25
361.2,7.00059E-05,152,25
378,2.5096E-05,152,25
394.8,2.13296E-05,152,25
411.6,3.27623E-05,152,25
428.4,2.01106E-05,152,25
445.2,8.38751E-06,152,25
462,4.96271E-05,152,25
478.8,8.09164E-06,152,25
495.6,6.69822E-07,152,25
8.2666667,8.88622E-07,99,25
24.8,5.05298E-05,99,25
41.3333333,1.8386E-06,99,25
57.8666667,2.43103E-05,99,25
74.4,1.58847E-05,99,25
90.9333333,2.1229E-05,99,25
107.4666667,1.76469E-05,99,25
124,1.65927E-05,99,25
140.5333333,1.63661E-05,99,25
157.0666667,1.59065E-05,99,25
173.6,1.82402E-05,99,25
190.1333333,1.66491E-05,99,25
206.6666667,1.74627E-05,99,25
223.2,1.68293E-05,99,25
239.7333333,1.64762E-05,99,25
256.2666667,1.60845E-05,99,25
272.8,1.69544E-05,99,25
289.3333333,1.67578E-05,99,25
305.8666667,1.67622E-05,99,25
322.4,1.64535E-05,99,25
338.9333333,1.70891E-05,99,25
355.4666667,1.67206E-05,99,25
372,1.60405E-05,99,25
388.5333333,1.6582E-05,99,25
405.0666667,1.74428E-05,99,25
421.6,1.59649E-05,99,25
438.1333333,1.7117E-05,99,25
454.6666667,1.76065E-05,99,25
471.2,1.60326E-05,99,25
487.7333333,1.67568E-05,99,25
8.2666667,1.33251E-05,99,25
24.8,6.29529E-08,99,25
41.3333333,3.63948E-06,99,25
57.8666667,5.28157E-06,99,25
74.4,4.26339E-07,99,25
90.9333333,4.57402E-07,99,25
107.4666667,6.86535E-10,99,25
124,1.01511E-07,99,25
140.5333333,8.75043E-07,99,25
157.0666667,7.17729E-08,99,25
173.6,1.43589E-07,99,25
190.1333333,1.16079E-08,99,25
206.6666667,2.55796E-07,99,25
223.2,2.26116E-08,99,25
239.7333333,1.37816E-07,99,25
256.2666667,4.97005E-08,99,25
272.8,1.1682E-07,99,25
289.3333333,6.18059E-08,99,25
305.8666667,2.6211E-08,99,25
322.4,6.36243E-08,99,25
338.9333333,1.45615E-07,99,25
355.4666667,3.29494E-09,99,25
372,8.97945E-09,99,25
388.5333333,5.982E-08,99,25
405.0666667,1.04314E-08,99,25
421.6,3.54704E-08,99,25
438.1333333,2.61713E-08,99,25
454.6666667,4.23474E-08,99,25
471.2,2.20272E-09,99,25
