Freq,PSD,frecuencia predominante,Tension resultante media
487.7333333,5.86539E-08,99,25
8.2666667,4.96619E-06,99,25
24.8,4.08437E-07,99,25
41.3333333,2.52304E-07,99,25
57.8666667,8.3645E-11,99,25
74.4,4.96409E-07,99,25
90.9333333,3.20717E-08,99,25
107.4666667,1.0189E-06,99,25
124,2.72739E-07,99,25
140.5333333,2.81715E-07,99,25
157.0666667,2.49551E-06,99,25
173.6,3.54601E-06,99,25
190.1333333,4.05612E-07,99,25
206.6666667,1.21518E-06,99,25
223.2,2.08498E-07,99,25
239.7333333,4.13435E-06,99,25
256.2666667,5.65748E-07,99,25
272.8,1.55279E-08,99,25
289.3333333,9.87246E-08,99,25
305.8666667,6.51446E-07,99,25
322.4,1.547E-07,99,25
338.9333333,3.21799E-07,99,25
355.4666667,9.15795E-08,99,25
372,1.4016E-07,99,25
388.5333333,7.0295E-08,99,25
405.0666667,5.59522E-08,99,25
421.6,1.83962E-08,99,25
438.1333333,3.09376E-09,99,25
454.6666667,1.094E-07,99,25
471.2,8.55796E-08,99,25
487.7333333,1.54472E-08,99,25
8.2666667,0.000146976,17,39
24.8,1.3458E-05,17,39
41.3333333,0.000120067,17,39
57.8666667,1.06993E-07,17,39
74.4,4.72655E-06,17,39
90.9333333,2.61675E-05,17,39
107.4666667,1.08415E-05,17,39
124,2.88431E-05,17,39
140.5333333,1.10615E-05,17,39
157.0666667,1.74429E-05,17,39
173.6,1.67107E-05,17,39
190.1333333,1.30433E-05,17,39
206.6666667,2.12903E-05,17,39
223.2,1.48598E-05,17,39
239.7333333,1.95017E-05,17,39
256.2666667,1.88108E-05,17,39
272.8,1.76273E-05,17,39
289.3333333,1.57749E-05,17,39
305.8666667,1.69704E-05,17,39
322.4,1.85223E-05,17,39
338.9333333,1.65013E-05,17,39
355.4666667,1.82282E-05,17,39
372,1.55175E-05,17,39
388.5333333,1.60863E-05,17,39
405.0666667,1.58906E-05,17,39
421.6,1.87779E-05,17,39
438.1333333,1.70339E-05,17,39
454.6666667,1.51299E-05,17,39
471.2,1.64684E-05,17,39
487.7333333,1.68484E-05,17,39
8.2666667,1.38028E-06,17,39
24.8,5.38852E-06,17,39
41.3333333,2.05211E-06,17,39
57.8666667,1.83225E-08,17,39
74.4,1.31193E-08,17,39
90.9333333,1.45852E-07,17,39
107.4666667,5.73231E-08,17,39
124,1.21695E-07,17,39
140.5333333,2.76227E-07,17,39
157.0666667,1.32525E-06,17,39
173.6,3.67032E-09,17,39
190.1333333,1.46013E-07,17,39
206.6666667,2.56346E-09,17,39
223.2,7.31842E-08,17,39
239.7333333,4.73227E-09,17,39
256.2666667,1.94549E-08,17,39
272.8,7.3259E-11,17,39
289.3333333,9.42165E-08,17,39
305.8666667,6.73765E-09,17,39
322.4,1.39838E-07,17,39
338.9333333,1.63458E-08,17,39
355.4666667,1.39941E-08,17,39
372,6.7162E-08,17,39
388.5333333,8.9102E-11,17,39
405.0666667,4.26768E-09,17,39
421.6,6.67461E-08,17,39
438.1333333,2.86128E-08,17,39
454.6666667,2.5111E-08,17,39
471.2,1.23421E-08,17,39
487.7333333,6.5465E-09,17,39
8.2666667,2.02339E-05,17,39
24.8,2.16226E-06,17,39
41.3333333,7.28616E-07,17,39
57.8666667,6.36781E-08,17,39
74.4,4.30791E-06,17,39
90.9333333,5.83246E-07,17,39
107.4666667,1.51315E-06,17,39
124,4.0971E-07,17,39
140.5333333,3.6367E-08,17,39
157.0666667,8.78813E-07,17,39
173.6,2.09039E-07,17,39
190.1333333,4.63911E-07,17,39
206.6666667,9.03111E-09,17,39
223.2,3.83048E-08,17,39
239.7333333,9.70359E-08,17,39
256.2666667,1.37422E-07,17,39
272.8,5.60266E-07,17,39
289.3333333,1.4393E-09,17,39
305.8666667,1.968E-08,17,39
322.4,2.54805E-07,17,39
338.9333333,4.10566E-07,17,39
355.4666667,5.57212E-09,17,39
372,1.87823E-09,17,39
388.5333333,2.50035E-07,17,39
405.0666667,1.13057E-06,17,39
421.6,2.23842E-07,17,39
438.1333333,3.40292E-08,17,39
454.6666667,2.23465E-07,17,39
471.2,5.4015E-07,17,39
487.7333333,3.26283E-08,17,39
8.2666667,0.005839063,172,33
24.8,0.001851847,172,33
41.3333333,1.74237E-05,172,33
57.8666667,9.02955E-06,172,33
74.4,9.49967E-05,172,33
90.9333333,0.000104125,172,33
107.4666667,8.34113E-05,172,33
124,2.11325E-05,172,33
140.5333333,0.0001248,172,33
157.0666667,2.02661E-05,172,33
173.6,3.22139E-05,172,33
190.1333333,4.45406E-05,172,33
206.6666667,9.00486E-05,172,33
223.2,4.92304E-05,172,33
239.7333333,3.7267E-05,172,33
256.2666667,4.99761E-05,172,33
272.8,5.6348E-05,172,33
289.3333333,3.9963E-05,172,33
305.8666667,6.2237E-05,172,33
322.4,5.96265E-05,172,33
338.9333333,4.30723E-05,172,33
355.4666667,3.96391E-05,172,33
372,5.85496E-05,172,33
388.5333333,5.28819E-05,172,33
405.0666667,5.4756E-05,172,33
421.6,3.57879E-05,172,33
438.1333333,5.96506E-05,172,33
454.6666667,4.0207E-05,172,33
471.2,7.0336E-05,172,33
487.7333333,4.82505E-05,172,33
8.2666667,0.000317955,172,33
24.8,0.000209308,172,33
41.3333333,0.001274814,172,33
57.8666667,0.000501538,172,33
74.4,3.61462E-05,172,33
90.9333333,1.06351E-05,172,33
107.4666667,9.12824E-06,172,33
124,4.81466E-05,172,33
140.5333333,9.78376E-06,172,33
157.0666667,1.79316E-06,172,33
173.6,9.46583E-07,172,33
190.1333333,2.48968E-06,172,33
206.6666667,6.30194E-06,172,33
223.2,7.93502E-07,172,33
239.7333333,2.18494E-06,172,33
256.2666667,6.2346E-07,172,33
272.8,8.46231E-10,172,33
289.3333333,2.53992E-07,172,33
305.8666667,8.1981E-07,172,33
322.4,1.24074E-07,172,33
338.9333333,1.46405E-06,172,33
355.4666667,1.68452E-06,172,33
372,2.25572E-06,172,33
388.5333333,3.103E-07,172,33
405.0666667,6.22337E-07,172,33
421.6,1.3686E-07,172,33
438.1333333,6.10394E-06,172,33
454.6666667,5.69685E-07,172,33
471.2,5.35943E-07,172,33
487.7333333,3.28966E-06,172,33
8.2666667,0.000475559,172,33
24.8,0.000177957,172,33
41.3333333,7.02789E-05,172,33
57.8666667,3.89426E-05,172,33
74.4,1.81709E-05,172,33
90.9333333,7.46531E-06,172,33
107.4666667,1.14222E-06,172,33
124,2.00146E-05,172,33
140.5333333,2.15192E-05,172,33
157.0666667,1.03955E-05,172,33
173.6,3.59689E-06,172,33
190.1333333,7.83565E-06,172,33
206.6666667,6.17469E-06,172,33
223.2,9.09543E-06,172,33
239.7333333,1.03255E-08,172,33
256.2666667,1.37652E-06,172,33
272.8,2.12412E-07,172,33
289.3333333,1.07041E-08,172,33
305.8666667,4.08298E-08,172,33
322.4,7.93071E-08,172,33
338.9333333,1.12579E-06,172,33
355.4666667,2.22111E-06,172,33
372,6.79747E-07,172,33
388.5333333,2.32037E-06,172,33
405.0666667,4.30891E-07,172,33
421.6,4.76489E-07,172,33
438.1333333,7.26524E-08,172,33
454.6666667,1.83865E-07,172,33
471.2,3.75784E-07,172,33
487.7333333,2.02303E-07,172,33
8.2666667,7.55104E-05,208,40
24.8,0.000374889,208,40
41.3333333,0.000126518,208,40
57.8666667,1.66644E-05,208,40
74.4,0.001164193,208,40
90.9333333,3.18417E-06,208,40
107.4666667,7.97651E-05,208,40
124,9.90319E-05,208,40
140.5333333,3.68143E-05,208,40
157.0666667,4.01882E-05,208,40
173.6,3.43543E-05,208,40
190.1333333,4.0102E-05,208,40
206.6666667,3.48245E-05,208,40
223.2,4.93135E-05,208,40
239.7333333,3.4425E-05,208,40
256.2666667,3.13203E-05,208,40
272.8,2.86166E-05,208,40
289.3333333,2.25496E-05,208,40
305.8666667,4.98321E-05,208,40
322.4,2.27715E-05,208,40
338.9333333,2.7693E-05,208,40
355.4666667,2.4125E-05,208,40
372,2.35951E-05,208,40
388.5333333,2.25488E-05,208,40
405.0666667,2.9756E-05,208,40
421.6,4.14313E-05,208,40
438.1333333,2.00078E-05,208,40
454.6666667,1.82512E-05,208,40
471.2,2.25227E-05,208,40
487.7333333,1.67686E-05,208,40
8.2666667,5.57147E-05,208,40
24.8,5.69086E-05,208,40
41.3333333,0.000469143,208,40
57.8666667,4.69832E-05,208,40
74.4,6.9363E-06,208,40
90.9333333,1.35665E-06,208,40
107.4666667,4.45216E-06,208,40
124,1.4049E-08,208,40
140.5333333,2.14414E-05,208,40
157.0666667,2.11288E-07,208,40
173.6,1.96E-08,208,40
190.1333333,1.06733E-05,208,40
206.6666667,1.62107E-06,208,40
223.2,1.64263E-07,208,40
239.7333333,1.76727E-07,208,40
256.2666667,1.12614E-07,208,40
272.8,1.97481E-09,208,40
289.3333333,5.79098E-07,208,40
305.8666667,2.33223E-07,208,40
322.4,2.13135E-08,208,40
338.9333333,8.15845E-07,208,40
355.4666667,5.33103E-08,208,40
372,1.11467E-07,208,40
388.5333333,5.27472E-09,208,40
405.0666667,2.17064E-08,208,40
421.6,1.0459E-07,208,40
438.1333333,6.36295E-08,208,40
454.6666667,3.2486E-07,208,40
471.2,8.39276E-08,208,40
487.7333333,9.80489E-08,208,40
8.2666667,2.90526E-05,208,40
24.8,1.45731E-06,208,40
41.3333333,6.63144E-06,208,40
57.8666667,4.85992E-05,208,40
74.4,8.08515E-06,208,40
90.9333333,9.15658E-06,208,40
107.4666667,9.89435E-06,208,40
124,1.14014E-05,208,40
140.5333333,7.58801E-07,208,40
157.0666667,1.24209E-05,208,40
173.6,1.48776E-05,208,40
190.1333333,3.91933E-06,208,40
206.6666667,9.84272E-07,208,40
223.2,7.30645E-08,208,40
239.7333333,2.47848E-05,208,40
256.2666667,1.08194E-08,208,40
272.8,3.7925E-06,208,40
289.3333333,6.80004E-06,208,40
305.8666667,2.45278E-06,208,40
322.4,5.9499E-06,208,40
338.9333333,3.35103E-07,208,40
355.4666667,8.16921E-07,208,40
372,2.97542E-07,208,40
388.5333333,7.025E-09,208,40
405.0666667,2.76595E-07,208,40
421.6,8.6073E-07,208,40
438.1333333,1.84103E-07,208,40
454.6666667,1.68082E-07,208,40
471.2,2.13498E-07,208,40
487.7333333,5.21915E-07,208,40
8.3833333,0.000528236,213,26
25.15,0.000241615,213,26
41.9166667,0.002446586,213,26
58.6833333,2.22186E-05,213,26
75.45,0.000364097,213,26
92.2166667,8.55451E-05,213,26
108.9833333,2.01823E-05,213,26
125.75,5.1587E-05,213,26
142.5166667,2.09863E-05,213,26
159.2833333,3.86623E-06,213,26
176.05,2.01997E-05,213,26
192.8166667,7.19284E-06,213,26
209.5833333,1.90229E-05,213,26
226.35,3.1114E-05,213,26
243.1166667,5.75785E-06,213,26
259.8833333,1.07461E-05,213,26
276.65,2.54314E-05,213,26
293.4166667,1.97026E-05,213,26
310.1833333,1.92006E-05,213,26
326.95,1.60837E-05,213,26
343.7166667,8.62946E-06,213,26
360.4833333,1.96754E-05,213,26
377.25,1.48646E-05,213,26
394.0166667,1.39739E-05,213,26
410.7833333,2.26844E-05,213,26
427.55,2.47874E-05,213,26
444.3166667,1.16062E-05,213,26
461.0833333,1.27339E-05,213,26
477.85,2.72342E-05,213,26
494.6166667,1.7057E-05,213,26
8.3833333,2.71424E-06,213,26
25.15,1.06138E-05,213,26
41.9166667,5.35776E-05,213,26
58.6833333,3.65172E-05,213,26
75.45,2.81035E-05,213,26
92.2166667,7.1321E-06,213,26
108.9833333,3.27971E-06,213,26
125.75,2.72126E-07,213,26
142.5166667,9.5079E-05,213,26
159.2833333,0.000100151,213,26
176.05,2.21533E-05,213,26
192.8166667,4.21554E-07,213,26
209.5833333,1.19923E-09,213,26
226.35,4.01883E-06,213,26
243.1166667,8.19879E-07,213,26
259.8833333,6.4473E-06,213,26
276.65,4.88215E-06,213,26
293.4166667,2.6167E-09,213,26
310.1833333,1.10723E-06,213,26
326.95,3.23529E-07,213,26
343.7166667,5.42056E-07,213,26
360.4833333,4.97819E-06,213,26
377.25,4.49232E-06,213,26
394.0166667,2.14926E-06,213,26
410.7833333,4.01657E-07,213,26
427.55,2.24659E-08,213,26
444.3166667,3.82818E-07,213,26
461.0833333,4.14046E-06,213,26
477.85,2.19834E-07,213,26
494.6166667,4.48801E-08,213,26
8.3833333,1.27732E-05,213,26
25.15,2.82755E-05,213,26
41.9166667,6.47607E-05,213,26
58.6833333,5.46743E-06,213,26
75.45,3.81015E-06,213,26
92.2166667,1.51278E-09,213,26
108.9833333,7.04909E-05,213,26
125.75,6.7367E-06,213,26
142.5166667,0.000579757,213,26
159.2833333,3.58659E-05,213,26
176.05,2.58522E-07,213,26
192.8166667,3.29374E-05,213,26
209.5833333,1.11034E-05,213,26
226.35,1.94114E-05,213,26
243.1166667,8.4555E-07,213,26
259.8833333,5.10844E-06,213,26
276.65,2.15825E-08,213,26
293.4166667,2.28608E-06,213,26
310.1833333,1.98198E-05,213,26
326.95,8.14899E-06,213,26
343.7166667,3.00015E-06,213,26
360.4833333,3.77409E-07,213,26
377.25,3.75475E-07,213,26
394.0166667,2.56254E-07,213,26
410.7833333,1.67092E-05,213,26
427.55,1.03334E-06,213,26
444.3166667,9.3764E-08,213,26
461.0833333,8.02411E-07,213,26
477.85,7.48809E-07,213,26
494.6166667,8.34884E-08,213,26
8.55,1.33155E-05,113,47
25.65,0.000658981,113,47
42.75,0.000253311,113,47
59.85,2.96282E-05,113,47
76.95,9.74E-06,113,47
94.05,0.000116131,113,47
111.15,0.000120744,113,47
128.25,2.07703E-05,113,47
145.35,0.000122763,113,47
162.45,0.000101015,113,47
179.55,6.06925E-06,113,47
196.65,3.56676E-05,113,47
213.75,1.9405E-05,113,47
230.85,2.39115E-05,113,47
247.95,2.63728E-05,113,47
265.05,3.1427E-05,113,47
282.15,9.07546E-06,113,47
299.25,2.62528E-05,113,47
316.35,1.71669E-05,113,47
333.45,3.7989E-05,113,47
350.55,3.58196E-05,113,47
367.65,1.71686E-05,113,47
384.75,2.56571E-05,113,47
401.85,2.20283E-05,113,47
418.95,3.35131E-05,113,47
436.05,1.84815E-05,113,47
453.15,3.21428E-05,113,47
470.25,3.17834E-05,113,47
487.35,1.73765E-05,113,47
504.45,1.66063E-05,113,47
8.55,2.40385E-05,113,47
25.65,6.95025E-08,113,47
42.75,0.000183252,113,47
59.85,6.15201E-05,113,47
76.95,4.98789E-05,113,47
94.05,5.372E-05,113,47
111.15,4.53613E-06,113,47
128.25,1.44749E-06,113,47
145.35,1.51572E-06,113,47
162.45,1.83139E-05,113,47
179.55,7.86161E-05,113,47
196.65,1.23185E-05,113,47
213.75,4.50408E-06,113,47
230.85,9.95785E-07,113,47
247.95,1.32811E-07,113,47
265.05,1.19315E-05,113,47
282.15,5.24212E-06,113,47
299.25,1.10278E-05,113,47
316.35,1.26747E-08,113,47
333.45,1.31002E-06,113,47
350.55,9.73104E-07,113,47
367.65,8.12836E-07,113,47
384.75,1.99966E-08,113,47
401.85,6.01535E-07,113,47
418.95,8.39013E-07,113,47
436.05,2.88857E-06,113,47
453.15,1.85051E-06,113,47
470.25,7.98902E-09,113,47
487.35,2.37157E-07,113,47
504.45,6.71674E-08,113,47
8.55,0.000117908,113,47
25.65,1.90924E-05,113,47
42.75,9.50348E-05,113,47
59.85,2.62708E-05,113,47
76.95,0.00084193,113,47
94.05,6.53403E-05,113,47
111.15,1.75861E-05,113,47
128.25,1.62917E-05,113,47
145.35,2.1987E-05,113,47
162.45,1.54795E-05,113,47
179.55,8.66698E-05,113,47
196.65,0.000139052,113,47
213.75,8.98041E-05,113,47
230.85,1.31005E-05,113,47
247.95,0.000230256,113,47
265.05,4.45931E-05,113,47
282.15,3.36478E-05,113,47
299.25,5.14797E-06,113,47
316.35,4.69477E-08,113,47
333.45,1.23979E-08,113,47
350.55,9.58788E-07,113,47
367.65,2.14633E-05,113,47
384.75,2.47939E-06,113,47
401.85,1.62968E-05,113,47
418.95,1.60334E-05,113,47
436.05,1.75429E-05,113,47
453.15,4.88616E-07,113,47
470.25,5.23745E-07,113,47
487.35,4.42425E-06,113,47
504.45,1.55405E-08,113,47
8.4,4.64956E-05,168,44
25.2,0.000315709,168,44
42,0.003693516,168,44
58.8,6.80482E-05,168,44
75.6,0.000265637,168,44
92.4,3.97459E-05,168,44
109.2,4.96948E-06,168,44
126,2.86104E-05,168,44
142.8,2.18763E-06,168,44
159.6,1.78529E-05,168,44
176.4,8.15007E-06,168,44
193.2,2.49158E-06,168,44
210,2.5491E-07,168,44
226.8,2.47775E-06,168,44
243.6,7.6217E-07,168,44
260.4,4.31136E-07,168,44
277.2,4.19877E-06,168,44
294,1.26663E-06,168,44
310.8,1.05128E-06,168,44
327.6,6.65407E-06,168,44
344.4,6.43847E-06,168,44
361.2,5.50963E-06,168,44
378,9.09817E-08,168,44
394.8,3.8979E-07,168,44
411.6,2.43249E-06,168,44
428.4,2.23872E-07,168,44
445.2,6.54674E-06,168,44
462,1.5544E-06,168,44
478.8,9.01935E-06,168,44
495.6,4.71148E-07,168,44
8.4,4.72926E-06,168,44
25.2,0.000656383,168,44
42,0.00058514,168,44
58.8,5.3921E-05,168,44
75.6,6.55942E-05,168,44
92.4,1.45158E-05,168,44
109.2,6.51491E-06,168,44
126,3.65016E-07,168,44
142.8,2.93811E-05,168,44
159.6,3.57419E-07,168,44
176.4,7.27178E-07,168,44
193.2,1.68653E-05,168,44
210,1.09502E-06,168,44
226.8,1.91134E-06,168,44
243.6,9.79848E-06,168,44
260.4,3.24175E-06,168,44
277.2,1.30135E-05,168,44
294,1.12322E-06,168,44
310.8,1.83781E-07,168,44
327.6,5.26984E-07,168,44
344.4,2.7972E-09,168,44
361.2,3.79722E-06,168,44
378,3.64758E-06,168,44
394.8,4.02793E-06,168,44
411.6,3.61913E-07,168,44
428.4,3.50995E-06,168,44
445.2,1.74385E-07,168,44
462,2.80752E-08,168,44
478.8,7.14765E-07,168,44
495.6,2.22828E-06,168,44
8.4,0.000246679,168,44
25.2,1.83131E-06,168,44
42,2.8301E-05,168,44
58.8,0.000122228,168,44
75.6,3.84206E-05,168,44
92.4,2.66306E-07,168,44
109.2,2.96293E-06,168,44
126,6.40241E-07,168,44
142.8,1.86015E-06,168,44
159.6,8.04707E-06,168,44
176.4,1.99688E-06,168,44
193.2,2.28236E-05,168,44
210,6.90496E-07,168,44
226.8,8.50285E-07,168,44
243.6,3.63264E-09,168,44
260.4,4.04273E-06,168,44
277.2,4.54104E-06,168,44
294,4.99635E-06,168,44
310.8,2.01111E-05,168,44
327.6,1.40821E-08,168,44
344.4,5.80763E-06,168,44
361.2,3.82265E-09,168,44
378,3.19198E-07,168,44
394.8,2.76245E-07,168,44
411.6,1.94915E-06,168,44
428.4,1.37575E-06,168,44
445.2,7.54698E-07,168,44
462,6.90693E-07,168,44
478.8,3.67493E-07,168,44
495.6,1.43048E-06,168,44
8.5333333,0.001555989,210,42
25.6,0.000240478,210,42
42.6666667,0.000409514,210,42
59.7333333,7.23508E-05,210,42
76.8,1.83897E-05,210,42
93.8666667,3.2976E-06,210,42
110.9333333,1.72676E-06,210,42
128,8.10352E-06,210,42
145.0666667,4.20907E-05,210,42
162.1333333,4.10606E-06,210,42
179.2,2.72629E-06,210,42
196.2666667,4.23615E-06,210,42
213.3333333,1.48693E-06,210,42
230.4,2.57225E-06,210,42
247.4666667,8.06911E-06,210,42
264.5333333,8.15906E-06,210,42
281.6,2.56318E-06,210,42
298.6666667,1.2095E-05,210,42
315.7333333,1.0139E-05,210,42
332.8,7.27434E-06,210,42
349.8666667,1.31879E-05,210,42
366.9333333,9.53745E-06,210,42
384,5.72156E-06,210,42
401.0666667,4.9484E-06,210,42
418.1333333,9.09993E-06,210,42
435.2,1.21966E-05,210,42
452.2666667,4.31826E-06,210,42
469.3333333,4.38088E-06,210,42
486.4,6.0948E-06,210,42
503.4666667,5.56628E-06,210,42
8.5333333,0.000137417,210,42
25.6,5.92856E-05,210,42
42.6666667,0.000402404,210,42
59.7333333,3.57186E-05,210,42
76.8,3.1358E-06,210,42
93.8666667,1.36114E-06,210,42
110.9333333,6.13998E-07,210,42
128,7.62247E-06,210,42
145.0666667,1.52667E-06,210,42
162.1333333,5.20507E-07,210,42
179.2,6.39151E-07,210,42
196.2666667,4.06585E-06,210,42
213.3333333,1.90032E-06,210,42
230.4,3.63449E-06,210,42
247.4666667,2.3442E-06,210,42
264.5333333,1.01401E-07,210,42
281.6,8.9085E-07,210,42
298.6666667,1.18872E-06,210,42
315.7333333,2.20353E-06,210,42
332.8,5.88546E-07,210,42
349.8666667,2.07363E-06,210,42
366.9333333,8.68675E-07,210,42
384,2.47776E-06,210,42
401.0666667,9.36817E-07,210,42
418.1333333,6.76197E-07,210,42
435.2,1.66112E-08,210,42
452.2666667,1.28595E-06,210,42
469.3333333,3.32672E-07,210,42
486.4,5.94416E-07,210,42
503.4666667,6.18847E-07,210,42
8.5333333,0.00033316,210,42
25.6,0.000135224,210,42
42.6666667,4.09676E-05,210,42
59.7333333,7.50478E-06,210,42
76.8,3.03596E-05,210,42
93.8666667,5.13038E-06,210,42
110.9333333,2.868E-06,210,42
128,1.09665E-05,210,42
145.0666667,9.91897E-06,210,42
162.1333333,1.03801E-05,210,42
179.2,1.49745E-05,210,42
196.2666667,5.98252E-06,210,42
213.3333333,3.34391E-05,210,42
230.4,4.41426E-06,210,42
247.4666667,2.1246E-06,210,42
264.5333333,1.9E-06,210,42
281.6,2.30938E-06,210,42
298.6666667,1.55298E-05,210,42
315.7333333,1.5395E-06,210,42
332.8,6.59663E-08,210,42
349.8666667,3.67266E-07,210,42
366.9333333,5.23315E-06,210,42
384,7.7147E-08,210,42
401.0666667,3.58038E-07,210,42
418.1333333,8.31036E-07,210,42
435.2,1.22558E-06,210,42
452.2666667,9.07814E-07,210,42
469.3333333,1.00675E-06,210,42
486.4,1.79422E-06,210,42
503.4666667,5.48378E-07,210,42
8.4,3.38127E-05,28,29
25.2,1.82244E-05,28,29
42,0.000841144,28,29
58.8,1.17992E-05,28,29
75.6,1.93257E-05,28,29
92.4,7.35054E-07,28,29
109.2,2.55116E-05,28,29
126,2.65258E-06,28,29
142.8,2.97667E-05,28,29
159.6,1.93634E-05,28,29
176.4,1.68905E-05,28,29
193.2,7.91451E-06,28,29
210,1.88044E-05,28,29
226.8,2.02313E-05,28,29
243.6,1.61956E-05,28,29
260.4,1.56994E-05,28,29
277.2,1.40635E-05,28,29
294,1.21779E-05,28,29
310.8,1.12237E-05,28,29
327.6,1.43523E-05,28,29
344.4,1.09672E-05,28,29
361.2,2.54252E-05,28,29
378,1.12674E-05,28,29
394.8,9.84658E-06,28,29
411.6,9.56428E-06,28,29
428.4,1.26767E-05,28,29
445.2,1.58779E-05,28,29
462,1.68016E-05,28,29
478.8,1.74151E-05,28,29
495.6,1.65633E-05,28,29
8.4,0.000171729,28,29
25.2,7.93687E-06,28,29
42,5.85541E-05,28,29
58.8,2.14091E-06,28,29
75.6,1.14504E-05,28,29
92.4,4.51242E-06,28,29
109.2,1.07079E-05,28,29
126,2.47878E-06,28,29
142.8,8.28797E-06,28,29
159.6,6.48326E-06,28,29
176.4,9.42323E-09,28,29
193.2,1.31093E-07,28,29
210,9.71958E-06,28,29
226.8,3.17709E-06,28,29
243.6,4.30256E-06,28,29
260.4,1.13366E-06,28,29
277.2,5.19897E-08,28,29
294,6.54463E-06,28,29
310.8,7.9652E-07,28,29
327.6,1.29048E-06,28,29
344.4,1.84554E-06,28,29
361.2,1.42165E-07,28,29
378,7.1692E-11,28,29
394.8,2.77984E-06,28,29
411.6,2.85102E-06,28,29
428.4,3.11751E-07,28,29
445.2,6.38917E-09,28,29
462,7.501E-09,28,29
478.8,3.90729E-08,28,29
495.6,2.81434E-06,28,29
8.4,4.58892E-05,28,29
25.2,2.79336E-06,28,29
42,3.09232E-06,28,29
58.8,4.13384E-05,28,29
75.6,1.84621E-06,28,29
92.4,7.81532E-06,28,29
109.2,4.64071E-07,28,29
126,4.58872E-05,28,29
142.8,0.000459633,28,29
159.6,3.35942E-05,28,29
176.4,0.000107389,28,29
193.2,9.28804E-05,28,29
210,8.63899E-06,28,29
226.8,7.93834E-07,28,29
243.6,4.2577E-05,28,29
260.4,6.85928E-06,28,29
277.2,8.73256E-06,28,29
294,5.61134E-06,28,29
310.8,4.05109E-07,28,29
327.6,1.96382E-06,28,29
344.4,4.75519E-07,28,29
361.2,6.5415E-09,28,29
378,7.74786E-06,28,29
394.8,2.36266E-06,28,29
411.6,6.84105E-07,28,29
428.4,2.05421E-06,28,29
445.2,1.01486E-06,28,29
462,3.60775E-07,28,29
478.8,3.40632E-07,28,29
495.6,2.76407E-09,28,29
8.4,0.000251438,15,44
25.2,0.000190626,15,44
42,0.002235611,15,44
58.8,0.001603571,15,44
75.6,4.70454E-05,15,44
92.4,0.000219975,15,44
109.2,5.02252E-05,15,44
126,2.18041E-06,15,44
142.8,1.0218E-06,15,44
159.6,3.28124E-05,15,44
176.4,3.7003E-05,15,44
193.2,4.69235E-06,15,44
210,2.48302E-07,15,44
226.8,1.18005E-05,15,44
243.6,1.92354E-05,15,44
260.4,6.68078E-06,15,44
277.2,1.45783E-05,15,44
294,1.058E-05,15,44
310.8,1.68377E-05,15,44
327.6,1.27736E-05,15,44
344.4,2.43544E-05,15,44
361.2,1.33992E-05,15,44
378,1.46715E-05,15,44
394.8,1.1408E-05,15,44
411.6,1.1465E-05,15,44
428.4,1.42858E-05,15,44
445.2,1.9034E-05,15,44
462,1.7444E-05,15,44
478.8,8.15423E-06,15,44
495.6,9.58438E-06,15,44
8.4,0.000270671,15,44
25.2,6.07695E-05,15,44
42,0.000113765,15,44
58.8,1.98357E-05,15,44
75.6,9.78758E-06,15,44
92.4,1.58941E-07,15,44
109.2,1.53167E-05,15,44
126,7.13556E-06,15,44
142.8,6.52586E-06,15,44
159.6,1.6293E-05,15,44
176.4,2.87922E-05,15,44
193.2,4.35123E-07,15,44
210,1.88446E-05,15,44
226.8,3.69061E-06,15,44
243.6,7.61967E-07,15,44
260.4,2.71495E-07,15,44
277.2,1.63645E-06,15,44
294,4.56198E-09,15,44
310.8,3.43369E-06,15,44
327.6,3.09419E-07,15,44
344.4,4.36543E-06,15,44
361.2,1.3326E-07,15,44
378,2.08157E-07,15,44
394.8,1.6073E-07,15,44
411.6,6.17495E-08,15,44
428.4,5.2022E-08,15,44
445.2,1.34702E-06,15,44
462,1.11722E-06,15,44
478.8,1.34406E-07,15,44
495.6,1.90146E-07,15,44
8.4,0.000474347,15,44
25.2,8.35909E-05,15,44
42,2.82687E-05,15,44
58.8,8.24525E-05,15,44
75.6,0.000172903,15,44
92.4,0.000185638,15,44
109.2,3.01083E-05,15,44
126,1.04825E-05,15,44
142.8,7.06918E-05,15,44
159.6,2.7634E-07,15,44
176.4,2.63662E-05,15,44
193.2,3.58111E-06,15,44
210,5.43066E-05,15,44
226.8,1.61058E-05,15,44
243.6,8.14308E-06,15,44
260.4,2.7883E-07,15,44
277.2,6.06958E-06,15,44
294,5.41983E-06,15,44
310.8,4.12377E-05,15,44
327.6,3.75065E-06,15,44
344.4,3.4714E-06,15,44
361.2,1.62585E-06,15,44
378,9.7184E-11,15,44
394.8,5.73714E-06,15,44
411.6,1.00662E-07,15,44
428.4,3.62314E-07,15,44
445.2,3.95116E-07,15,44
462,3.50907E-06,15,44
478.8,6.11818E-06,15,44
495.6,5.81309E-07,15,44
8.2666667,4.50303E-05,181,26
24.8,0.000625661,181,26
41.3333333,0.000387212,181,26
57.8666667,0.000974867,181,26
74.4,7.61391E-08,181,26
90.9333333,0.000126625,181,26
107.4666667,1.97583E-05,181,26
124,1.45073E-05,181,26
140.5333333,3.08469E-05,181,26
157.0666667,2.9523E-05,181,26
