media_x_x;media_y_x;cov_xx_x;cov_xy_x;cov_yy_x;peso_x;media_x_y;media_y_y;cov_xx_y;cov_xy_y;cov_yy_y;peso_y;media_x_z;media_y_z;cov_xx_z;cov_xy_z;cov_yy_z;peso_z;nombre_terreno
3,63589E+15;4,19968E+13;1,40229E+16;-2,11892E+14;7665635354;1,14041E+15;2,9752E+16;1,10416E+14;7,44101E+15;-3,24931E+13;36490868882;6,47614E+13;1,21807E+16;3,4082E+13;5,30913E+15;-5,05349E+13;5080643543;8,43989E+14;arepas
1,16544E+16;7,30936E+13;5,16247E+15;9,61963E+13;18455318417;7,52432E+14;1,42498E+15;4,08668E+12;3,84077E+14;-1,40577E+14;11850116182;8,48248E+15;1,49243E+16;5,70153E+12;3,57344E+16;-1,09221E+14;1213835249;7,82396E+15;arepas
1,4708E+16;4,24866E+12;3,53861E+16;-9,94228E+13;11566262075;8,10716E+14;2,31972E+15;3,56449E+13;1,85405E+15;-1,33412E+14;5135128750;1,45276E+15;4,8559E+15;1,21823E+13;2,54439E+16;7,89023E+13;24921010873;1,33205E+15;arepas
1,51483E+16;4,94552E+12;3,26521E+15;-8,57735E+13;117525429,6;7,74235E+15;1,32021E+16;7,19227E+13;7,58916E+15;-8,42014E+13;18280863522;5,56749E+13;1,40584E+16;7,64129E+11;4,14286E+15;-1,32669E+13;1371542855;8,52283E+15;arepas
1,37672E+16;7,9049E+13;7,50754E+15;8,21678E+13;21179667172;9,17725E+14;1,53132E+16;4,18079E+12;3,19551E+15;-8,75926E+12;11306894259;7,58323E+14;1,80201E+15;2,90178E+13;1,23967E+16;-1,6165E+14;57834337200;1,11085E+15;arepas
4,27164E+14;3,87414E+13;1,98579E+16;-2,20463E+14;6341015989;1,33992E+15;3,98507E+16;2,59773E+12;4,04225E+15;-2,13307E+14;3672484589;1,86002E+14;6,69095E+15;3,99703E+13;1,68784E+16;-1,53013E+13;3802482011;3,66313E+14;arepas
1,49868E+15;4,38458E+12;3,38047E+14;-1,20427E+14;11712737085;7,86387E+15;1,43673E+16;3,87458E+12;3,78418E+15;-1,45179E+14;1176093823;8,37124E+15;4,41517E+15;1,21787E+13;3,48113E+16;2,70885E+13;2130303800;1,70633E+15;arepas
8,90012E+15;6,95541E+13;3,07628E+16;3,1739E+13;1,75874E+11;5,22966E+14;3,50861E+16;9,48486E+13;4,3433E+15;-4,52878E+13;40574982932;1,31928E+14;1,51303E+16;5,55423E+12;3,40442E+16;-1,0197E+14;12028438155;7,67517E+15;arepas
3,67623E+14;3,93899E+13;2,37948E+15;-1,98309E+14;5764428790;1,61316E+13;2,62705E+15;3,03089E+13;2,14168E+15;-1,50757E+13;4357882740;1,49683E+15;9,52416E+15;3,5201E+13;3,48311E+15;-4,3711E+13;7212708058;6,18502E+14;arepas
4,17576E+15;2,31155E+13;2,55536E+15;-1,79459E+14;352696527,1;1,43006E+15;8,9238E+15;7,51144E+13;6,05996E+15;-7,49393E+13;18257758553;2,37555E+14;1,07201E+16;4,1061E+13;4,29238E+15;-6,58773E+13;9667597032;7,51259E+14;via
1,26506E+16;5,4717E+13;6,19927E+15;8,84546E+13;9323368685;8,15411E+14;2,79275E+15;3,11651E+13;2,32848E+16;-1,38838E+14;4191235377;1,42672E+15;1,56342E+16;8,925E+12;3,16022E+16;-1,77771E+14;1502720722;7,24833E+15;via
1,51343E+16;4,85089E+12;3,29461E+15;-4,20958E+12;11249299341;7,75453E+15;1,44158E+16;5,62495E+11;3,77848E+15;-1,5435E+14;1207369949;8,33572E+15;5,11647E+15;1,95199E+13;3,85599E+16;1,83419E+14;3569400776;2,00041E+15;via
5,70174E+15;6,42568E+12;2,32499E+15;-3,35584E+14;1,2708E+11;1,49886E+14;1,44433E+15;1,16108E+14;9,61348E+14;-1,94804E+14;47861597181;7,01625E+14;1,58727E+16;5,50357E+13;9,00698E+15;-1,87134E+13;1,24959E+11;1,07798E+14;lomas1
1,94301E+15;1,31533E+14;1,49571E+16;5,87547E+13;4,57305E+11;1,4205E+15;1,55385E+16;6,67402E+12;3,0323E+13;-1,35578E+14;12464090752;7,41664E+14;5,47126E+15;3,40929E+12;1,72255E+16;1,84173E+14;6453792079;1,11053E+15;lomas1
1,59553E+16;9,43025E+12;2,78318E+15;-1,73283E+14;14225244384;7,08064E+15;4,26394E+15;4,60628E+13;3,91039E+15;-3,0718E+14;7256040423;1,88173E+15;1,4913E+16;1,3366E+13;3,62535E+16;-1,59537E+14;18212466983;7,81149E+15;lomas1
1,54972E+15;8,46196E+12;3,02619E+16;-1,43169E+14;13487337675;7,47443E+15;3,5851E+15;4,86923E+13;2,89195E+15;-2,98063E+14;8469537126;1,6886E+15;1,51349E+16;6,48864E+13;8,25112E+15;-2,16749E+14;18594876305;1,06135E+14;lomas2
1,66548E+16;1,38164E+14;1,14778E+15;-1,45792E+13;5078996001;1,19514E+15;1,05078E+15;1,34531E+14;6,09789E+15;-2,6957E+14;5,8079E+11;5,00367E+14;1,49648E+15;1,26975E+13;3,59166E+15;-1,48352E+14;17366052977;7,77182E+15;lomas2
4,87413E+15;5,99232E+13;1,9979E+15;-3,35821E+14;1,25808E+11;1,33043E+15;1,50721E+16;6,57686E+12;3,3078E+16;-1,38063E+13;1242125876;7,81104E+15;5,48315E+15;2,90692E+13;1,92028E+16;1,87214E+14;5751540125;1,16683E+15;lomas2
1,59993E+14;1,34055E+13;2,77578E+16;-2,13708E+14;17480051153;7,03009E+15;1,55486E+16;9,47739E+12;3,03116E+16;-1,50477E+14;14122659637;7,40523E+15;8,94246E+15;2,36686E+13;1,99096E+16;-1,05333E+14;3355757519;4,75334E+15;lompend
5,98157E+15;6,94848E+13;2,48715E+16;-3,7281E+14;1,41499E+11;1,44238E+15;1,41204E+16;1,02837E+14;7,94832E+14;1,39258E+13;30661806464;9,62858E+14;3,59049E+15;6,94562E+13;6,82924E+15;-4,24814E+13;1,72444E+11;1,35015E+15;lompend
2,07305E+15;1,51239E+13;1,67105E+15;3,05986E+14;59988086495;1,52753E+14;4,76171E+15;5,29176E+13;2,80465E+15;-2,72587E+14;8500312612;1,63191E+15;1,97399E+16;1,52519E+13;1,00848E+16;-2,03636E+14;2167020130;3,89651E+15;lompend
1,5067E+16;3,44865E+12;3,33329E+16;-4,89557E+13;10817646211;7,79783E+15;1,39889E+16;4,232E+11;4,02737E+15;-1,65866E+14;12129639412;8,6963E+15;2,1766E+16;1,80847E+13;1,75574E+16;-14192022773;3930949627;1,60739E+15;pasto
1,27048E+15;4,74686E+13;6,50281E+15;4,56551E+13;7923423352;7,62544E+14;2,48869E+16;7,1295E+13;1,41709E+16;3,79573E+12;17270107060;9,2172E+13;1,57887E+16;5,18582E+12;3,07577E+16;-9,18151E+13;1209122369;7,09886E+15;pasto
4,04471E+15;2,05835E+13;2,72874E+15;-1,68293E+14;3166291742;1,43963E+15;2,15177E+16;2,74108E+13;1,42773E+16;-7,20748E+13;35241376193;1,21153E+15;6,72567E+15;1,89138E+13;1,87649E+16;1,76202E+14;38307721,04;1,29375E+15;pasto
1,16313E+16;5,31725E+13;5,34977E+15;5,29059E+12;9856158559;7,25475E+14;1,38601E+16;3,86518E+12;4,09535E+14;-1,72883E+13;11923763970;8,81093E+14;1,57732E+15;4,38767E+12;3,07395E+16;-1,07797E+12;11634854114;7,11118E+15;pasto
3,75286E+15;2,4728E+13;1,88307E+16;-1,60437E+14;3749759253;1,23315E+15;1,69263E+16;8,15918E+13;9,82238E+13;9,08153E+12;2,18146E+11;7,15714E+13;6,4608E+15;1,20185E+13;2,61565E+15;1,40713E+14;2587048102;1,41751E+15;pasto
1,47726E+16;3,20388E+12;3,5172E+15;-8,89518E+13;11007135573;8,04137E+15;1,90668E+16;3,38291E+13;1,10931E+15;-6,02172E+13;4403978768;1,11749E+15;1,99768E+16;1,83819E+13;1,48998E+16;-1,17595E+14;31876798368;1,47131E+15;pasto
9,18446E+14;1,47921E+14;2,68106E+15;2,97167E+13;92058720461;5,6919E+13;2,1125E+16;4,96837E+13;1,14952E+16;-1,87038E+14;9437244094;1,1419E+15;4,19813E+14;9,47285E+11;2,97342E+15;-5,95711E+13;15496479572;1,83112E+15;pasto
1,43539E+16;4,99926E+12;3,75364E+15;-6,12579E+12;11317649119;8,41329E+15;1,40425E+16;5,26613E+12;3,95342E+15;-1,39648E+14;11913254150;8,67526E+15;8,38822E+15;7,52511E+13;2,4412E+15;-8,6894E+13;1,68853E+11;5,85162E+14;pasto
2,96659E+16;3,49119E+13;1,28045E+16;-1,98708E+14;6747134269;1,01752E+15;3,80587E+15;1,71935E+14;5,30082E+15;-7,36575E+13;1,35559E+12;1,82832E+14;1,53126E+16;8,24551E+12;3,21274E+15;-1,73865E+14;14358505504;7,58372E+15;pasto
1,18701E+16;6,42889E+12;5,79742E+15;2,92518E+12;1,41002E+11;6,60866E+14;5,05841E+15;1,53384E+13;5,48441E+15;-1,51867E+13;21276669057;2,208E+15;1,34727E+16;8,0564E+12;4,57386E+15;-1,9434E+14;14386226716;8,94877E+14;pasto
1,49962E+16;4,72206E+12;3,36464E+15;-5,85943E+13;1126971946;7,86502E+15;1,41454E+15;5,6137E+13;8,19685E+15;-7,45538E+13;1,19431E+11;7,85938E+14;8,63771E+15;4,84242E+13;1,51126E+15;-4,49481E+12;4390230298;3,26352E+14;pasto
3,77018E+15;2,78242E+13;2,65849E+15;-2,05236E+14;42195025,52;1,47412E+15;1,59871E+15;3,67349E+12;2,82695E+16;-6,25093E+13;10985879317;7,00606E+15;1,24803E+16;3,82712E+13;5,49262E+15;-9,40391E+12;7809557496;7,24877E+14;pasto
1,00391E+16;1,00524E+13;2,10826E+16;-1,14914E+14;14914442076;5,6888E+15;1,47028E+15;6,80116E+11;3,66628E+16;-1,49521E+14;12849453162;8,04517E+15;3,1044E+15;1,16471E+13;3,34322E+15;-7,44878E+13;19532797269;2,42025E+15;pav
2,06768E+15;7,81314E+11;6,71286E+14;-8,39129E+13;13798031745;3,13173E+14;2,23171E+15;5,32404E+13;2,01007E+15;-2,46696E+13;1,18807E+11;1,18713E+14;1,64283E+15;1,17807E+12;2,55384E+13;-2,01478E+14;185191493,8;6,67385E+15;pav
2,07131E+16;1,94825E+13;1,65327E+16;3,12057E+12;2487226035;1,17948E+15;3,26491E+15;1,61884E+13;3,56026E+15;-3,69147E+13;199535462,4;1,83612E+14;7,89681E+15;7,04409E+13;7,21426E+15;1,32058E+14;1,4614E+11;9,05901E+13;pav
1,68769E+16;6,79471E+12;2,32748E+16;6,05451E+12;1212649912;6,27385E+15;1,574E+13;6,30834E+12;3,04983E+15;-9,48692E+13;1243845399;7,16713E+15;3,32575E+15;1,19375E+13;3,7762E+14;-8,85941E+13;197501962,2;2,55414E+15;pav_pen_suav
1,44775E+16;3,69684E+13;8,54325E+15;-4,27829E+13;479677283,9;8,14063E+14;5,20489E+15;4,84296E+13;1,10352E+16;-6,41214E+13;1086482822;3,01549E+14;1,63955E+16;1,38794E+13;2,61379E+15;-1,78996E+14;2315410510;6,66467E+15;pav_pen_suav
5,91193E+15;1,4035E+13;7,56897E+15;-1,33141E+14;18545174398;2,91209E+15;4,46811E+15;1,77359E+13;5,66946E+15;-7,28823E+12;2361358449;2,53132E+15;8,33723E+15;6,51818E+13;1,65266E+15;-1,72778E+14;1,57604E+11;7,81195E+14;pav_pen_suav
1,80543E+15;1,2912E+13;1,69692E+16;-4,43343E+13;15980394393;5,34869E+15;1,31224E+16;3,68106E+13;6,62617E+15;-1,94359E+13;5856137312;8,36197E+14;1,95199E+16;9,5518E+12;1,04572E+16;-8,47046E+13;14357996290;4,21281E+15;pav
1,48349E+15;3,28112E+13;7,95742E+15;3,94792E+13;5292684012;7,84274E+14;1,54865E+16;8,00857E+12;3,20442E+15;-9,63982E+13;12657029475;7,3852E+15;4,62769E+14;2,17438E+13;7,53796E+15;2,79358E+14;6468007651;3,6814E+15;pav
6,8781E+15;1,32886E+13;1,0704E+15;-1,31866E+14;1755372460;3,86704E+14;4,98145E+15;1,94406E+13;3,88496E+15;4,45164E+13;2550597695;1,77861E+15;1,18997E+16;2,09019E+13;3,26601E+15;1,78821E+14;3670580449;2,10579E+15;pav
2,93706E+16;3,8769E+13;2,09181E+14;-2,28965E+14;6363279391;1,15273E+15;2,14036E+15;4,97422E+13;1,21823E+15;-1,82411E+14;8797763968;1,10235E+14;5,29597E+15;1,588E+13;5,49169E+14;8,47993E+13;24887797425;2,56611E+15;pav
1,432E+16;9,19451E+12;3,82435E+15;-1,83451E+14;13693119998;8,41091E+15;1,39828E+16;8,71553E+12;4,00574E+15;-1,88428E+14;14015142382;8,71451E+15;1,62292E+16;1,12019E+13;2,73829E+16;-1,50247E+14;15678342180;6,78389E+15;pav
1,03466E+15;1,61617E+14;2,29E+16;-8,60635E+13;99364859888;4,36363E+13;3,78017E+15;1,91581E+14;6,85376E+15;-9,66066E+13;2,08187E+12;1,8314E+14;9,14869E+14;7,22207E+13;3,08117E+15;-1,11693E+14;18822670938;6,49996E+14;pav
2,04477E+16;2,88017E+13;1,48527E+16;-1,94364E+13;37747827185;1,13773E+15;1,05421E+14;3,84881E+13;4,77943E+15;-3,1854E+13;8123705821;4,47959E+14;8,63896E+15;8,71598E+13;1,74068E+16;-1,41462E+15;45830913750;2,05355E+14;pav
2,17313E+16;1,4072E+13;3,68633E+16;-4,53875E+13;16546743733;2,15092E+15;1,56564E+15;7,46412E+12;3,08823E+14;-7,91086E+13;12493591544;7,24006E+15;6,95079E+15;1,98928E+13;1,80362E+15;2,48755E+14;3311846011;5,28071E+15;pav
1,12055E+16;1,13508E+13;2,77461E+14;-1,0255E+13;15214679008;6,71136E+14;4,51864E+14;1,6945E+13;5,55379E+15;-3,57169E+13;2124916703;2,31198E+15;1,90064E+15;1,60249E+13;1,31058E+15;-2,20939E+14;22376076807;4,51394E+15;pav
1,55749E+15;1,39081E+13;3,03071E+16;-1,9542E+14;17071538311;7,38647E+15;3,7422E+15;6,14717E+13;2,88378E+15;-4,16613E+14;1,28683E+11;1,50239E+15;4,85381E+16;3,8961E+13;4,38816E+15;2,75929E+13;6826283454;1,93857E+15;pisadasvaca
1,92098E+14;2,33389E+14;1,46366E+16;-4,44732E+14;1,66922E+12;1,29692E+15;1,50262E+15;1,1246E+12;3,34692E+16;-1,95542E+14;15255467920;7,84487E+15;1,1205E+16;1,31808E+14;4,27121E+14;-1,00131E+14;5,21744E+11;7,17504E+14;pisadasvaca
5,15611E+15;7,47367E+12;2,58178E+16;-4,92052E+14;1,84773E+11;1,3166E+13;1,25934E+16;1,82934E+14;7,4371E+15;-3,6667E+14;1,22624E+12;6,52738E+14;1,5538E+16;1,80018E+13;3,16329E+16;-4,94003E+13;21248978695;7,34393E+14;pisadasvaca
5,24341E+14;8,14797E+13;2,32359E+15;-5,0363E+14;22405724553;1,36514E+15;3,78279E+16;7,32304E+13;3,01556E+16;-4,39255E+14;16923126458;1,70919E+14;1,59469E+15;1,029E+14;8,84304E+15;-3,3353E+14;45000582260;1,13038E+15;pisadasvaca
1,8829E+16;2,18728E+14;1,42754E+15;-2,921E+14;1,43289E+12;1,31165E+15;1,52215E+15;1,05239E+13;3,20592E+16;-1,59508E+14;1475256678;7,69617E+15;1,51966E+16;1,99352E+13;3,45253E+16;-1,63273E+14;2418312349;7,5837E+15;pisadasvaca
1,5662E+16;1,31038E+13;2,96528E+15;-1,98912E+14;17175299101;7,32321E+15;1,19565E+16;1,95398E+14;6,66958E+15;-3,70814E+14;1,50521E+12;5,94644E+14;5,65711E+15;4,6547E+13;1,97115E+16;2,80367E+14;1,0461E+11;1,28592E+15;pisadasvaca
1,56095E+15;2,03398E+13;3,0069E+16;-2,73915E+14;2432725583;7,35838E+15;1,51942E+16;1,60575E+12;3,26193E+16;-2,41364E+14;20291759903;7,69663E+15;1,09582E+16;1,81479E+14;3,6537E+15;-1,15888E+14;8518394028;6,42419E+14;pisadasvaca
1,89555E+16;3,26755E+14;1,42767E+16;-6,01613E+14;3,28261E+12;1,28512E+15;4,08476E+15;8,3695E+13;3,12818E+15;-5,45422E+14;20973601238;1,55822E+15;1,54646E+15;2,77705E+13;3,23472E+16;-9,92331E+13;34452334968;7,38738E+15;pisadasvaca
5,18115E+15;1,02234E+14;2,74105E+15;-6,65799E+14;33002979921;1,35649E+14;1,36359E+15;2,37542E+14;7,78251E+15;-4,77064E+14;2,18252E+12;7,45152E+14;4,75989E+15;5,36691E+13;4,78807E+15;2,27266E+13;1,19777E+11;1,9702E+14;pisadasvaca
1,96851E+15;2,31933E+14;1,48376E+16;-1,97644E+14;1,49164E+12;1,36604E+15;1,52375E+16;1,18738E+13;3,21801E+13;-1,58256E+14;15847263442;7,67596E+15;3,60525E+15;1,08999E+14;7,40278E+14;-5,50192E+14;43339813835;1,51846E+15;pisadasvaca
1,55305E+16;1,69038E+13;3,06315E+15;-2,34515E+14;2134114031;7,42436E+15;1,21403E+16;2,08454E+13;7,22873E+15;-4,28514E+14;1,71693E+12;5,59175E+14;1,97903E+16;2,51042E+13;9,74588E+15;-3,57153E+14;4049117463;3,87342E+15;pisadasvaca
5,25041E+16;8,87542E+13;2,15472E+15;-5,28033E+14;2,48487E+11;1,2096E+15;3,79766E+15;7,45399E+13;3,11591E+15;-4,13774E+14;16799995717;1,76487E+14;9,16057E+15;2,75065E+13;1,92999E+15;-1,48059E+14;3975559599;4,60813E+14;pisadasvaca
1,38083E+16;6,43165E+13;7,17476E+15;1,68183E+14;1,48506E+11;9,19189E+14;4,66645E+15;2,13554E+13;5,05403E+14;-1,74386E+13;2789631926;2,04754E+15;8,63194E+15;5,92633E+13;1,8803E+15;-2,9132E+12;6484873062;3,84018E+14;ripi
4,20665E+15;3,5413E+13;1,77188E+16;-1,95241E+14;5633859136;1,20644E+15;1,56932E+16;4,8822E+12;3,00997E+16;-8,27093E+13;1154818693;7,24877E+15;1,45779E+16;4,25442E+13;6,02892E+15;-9,68605E+13;8572497136;7,20562E+14;ripi
1,49809E+16;6,33308E+12;3,3927E+15;-8,8078E+13;12102116715;7,87437E+15;1,41895E+16;5,34816E+13;7,69879E+15;1,0002E+13;1,06744E+11;7,03695E+14;1,34838E+16;1,07482E+12;4,6352E+15;-2,4663E+14;17316912522;8,89542E+15;ripi
3,31733E+15;5,59904E+13;1,83989E+15;-3,06123E+13;1,08459E+11;1,17342E+15;1,42763E+16;9,11799E+12;3,81163E+16;-2,51467E+14;15354795960;8,47312E+15;1,56404E+16;1,04402E+13;3,13174E+16;-1,77551E+14;14769625510;7,23842E+14;ripi
1,0686E+16;2,01452E+14;3,24148E+15;-3,05461E+13;1,5025E+12;5,79352E+14;2,37648E+14;7,21938E+13;1,73793E+16;-3,17903E+14;17869521822;1,36667E+14;8,84714E+15;8,04717E+13;2,69829E+14;-5,55949E+13;18434999420;6,01851E+14;ripi
1,4525E+16;1,12367E+13;3,68811E+16;-2,71397E+13;15628986112;8,24723E+15;5,65047E+15;2,23772E+14;1,6993E+14;-1,66709E+14;2,633E+12;1,60212E+14;4,88866E+11;1,91693E+13;4,82893E+15;5,29916E+13;27523400464;2,15973E+15;ripi
1,53181E+15;1,17525E+12;3,1977E+15;-4,65333E+12;15381129616;7,58611E+14;5,43642E+15;2,59846E+11;5,15621E+15;-1,39625E+14;3112071649;2,27245E+15;2,03207E+15;1,30791E+12;7,47468E+15;-9,17784E+13;16645536199;3,58526E+15;ripi
1,54385E+15;9,77855E+12;9,09621E+14;1,31932E+14;33521785681;1,03366E+15;1,48999E+16;7,89194E+13;8,2441E+15;2,69378E+13;1,95259E+11;9,27275E+14;4,82896E+15;4,33341E+13;8,1885E+15;2,29092E+14;16958024154;3,84053E+14;ripi
4,71446E+13;4,28709E+13;2,54735E+16;-2,58269E+14;7090888068;1,38024E+15;1,62599E+15;7,17385E+12;2,65608E+16;-6,72965E+12;12285274623;6,80028E+14;1,27832E+16;2,74655E+13;4,38501E+15;1,95547E+14;4254664253;2,57421E+15;ripi
1,6484E+15;7,98346E+13;1,09094E+14;1,55071E+12;2,07616E+11;1,13819E+15;1,53508E+16;5,37579E+12;3,19258E+16;-9,87421E+13;11665114150;7,55228E+15;1,49708E+15;9,74414E+12;3,60839E+15;-1,63867E+13;1508182360;7,75719E+15;rip_pend_gran
5,04272E+16;4,12281E+13;2,45096E+16;-2,32009E+14;6205863510;1,47245E+15;4,04673E+15;2,98759E+13;4,15893E+15;-1,89558E+14;3900032123;1,86093E+15;1,80255E+15;3,6517E+12;1,18348E+16;-1,49091E+14;7061005665;1,22481E+15;rip_pend_gran
1,55661E+16;6,69339E+12;3,04398E+15;-1,18169E+14;12462346798;7,38935E+15;1,46542E+16;6,8057E+13;8,58175E+15;1,42446E+13;1,86567E+11;5,86791E+14;5,87956E+15;2,51572E+13;1,63646E+15;1,52271E+14;46330303154;1,018E+15;rip_pend_gran
1,46444E+16;1,08712E+12;3,61632E+16;-1,04831E+13;15254358608;8,14483E+15;4,50322E+15;3,63144E+13;3,82038E+15;-2,63454E+14;55056831691;1,69338E+15;7,81923E+15;7,96623E+12;2,2179E+16;-5,14998E+13;2,70225E+11;5,11114E+14;rip_pend_gran
9,03436E+15;1,21266E+14;2,68808E+16;1,64501E+14;47003221803;5,31004E+12;1,47935E+16;9,50909E+12;7,96587E+14;1,9035E+14;35128212791;8,37187E+14;1,53285E+16;1,66171E+13;3,30326E+15;-2,05299E+14;23000016199;7,50932E+15;rip_pend_gran
3,42791E+16;5,52857E+12;1,80466E+15;-2,20701E+14;9958584685;1,32417E+15;1,54537E+16;9,93958E+12;3,11466E+15;-5,71693E+13;14270532930;7,46944E+15;4,43954E+15;2,66059E+13;3,98033E+15;9,52003E+13;48402544338;1,97956E+14;rip_pend_gran
1,05854E+16;1,26562E+13;1,87601E+15;-1,64903E+14;17719221636;5,41879E+15;1,54893E+15;1,10079E+13;3,11886E+15;-5,953E+13;15454747949;7,42932E+15;8,52833E+15;2,39041E+13;1,91548E+16;1,48552E+13;42631592032;5,71336E+15;rip_pend_gran
2,28529E+16;9,24055E+13;1,8021E+15;-3,64134E+14;36232795762;1,5372E+15;1,45607E+16;9,29131E+13;7,95672E+15;9,34173E+13;308825258;8,39192E+14;1,99726E+15;1,66312E+13;9,06487E+15;-2,67428E+14;26902135613;3,76245E+15;rip_pend_gran
2,08416E+16;1,15681E+13;6,10814E+15;-1,00907E+14;16977010005;3,04401E+15;4,63068E+16;3,58665E+12;3,89176E+15;-2,39007E+13;521956168,4;1,73149E+15;8,46637E+15;9,21506E+13;2,65822E+16;-1,15868E+14;2,79696E+11;5,24187E+14;rip_pend_gran
1,48412E+16;6,56711E+12;3,48433E+14;-9,52659E+13;12154536891;7,99423E+15;1,53009E+16;6,11478E+12;3,22961E+15;-9,76767E+13;11837927092;7,59349E+15;1,94612E+16;7,26382E+12;1,08523E+16;-7,94882E+12;12891928407;4,23941E+15;rotonda
1,35725E+16;6,38316E+13;6,85801E+15;1,62916E+14;1,51627E+11;9,20734E+14;4,43932E+15;2,62395E+13;3,33976E+16;-1,81263E+13;35265292794;1,57846E+15;4,43593E+15;2,7639E+13;6,97683E+15;1,51669E+13;5363214491;3,50518E+15;rotonda
4,10795E+15;3,26579E+13;1,51747E+16;-1,6953E+14;5059552131;1,08504E+15;1,396E+16;5,44489E+13;7,64692E+14;8,35317E+13;11515921427;8,28051E+14;1,166E+15;1,4892E+12;4,41156E+15;3,90473E+13;1927866796;2,25541E+13;rotonda
3,83633E+13;3,82841E+13;2,49009E+15;-2,55664E+14;6262648222;1,44596E+15;1,39732E+16;9,93639E+13;8,20653E+15;-1,82475E+13;32737335773;7,33233E+14;1,57825E+16;1,08519E+13;3,0065E+15;-2,17995E+14;1642802047;7,15904E+15;via_1
1,50166E+16;7,30438E+12;3,35284E+16;-8,07358E+13;12250731449;7,8568E+15;1,51375E+14;7,46747E+12;3,3041E+15;-9,92739E+11;12416223221;7,73911E+15;1,02444E+16;6,0654E+13;3,90604E+15;-8,47022E+13;1,57453E+11;7,21268E+14;via_1
1,16404E+16;9,78631E+13;5,47688E+15;2,17411E+13;2,36497E+11;6,97234E+14;4,03626E+15;3,10232E+12;3,49155E+15;-2,49266E+14;4744943488;1,52765E+15;5,00745E+15;1,60985E+13;4,08567E+15;9,61155E+13;28213281353;2,11969E+15;via_1
4,47955E+16;3,52656E+13;2,14646E+15;-2,06135E+14;53085890077;1,32213E+14;1,53517E+16;7,96423E+11;3,19656E+15;-1,17247E+14;1283547288;7,55065E+15;5,59601E+16;3,04751E+12;2,93346E+15;2,80379E+14;67246699488;1,72612E+15;via_2
1,51747E+16;8,01752E+12;3,28421E+16;-7,55469E+13;12635485404;7,71247E+15;1,45407E+16;8,58483E+13;8,1487E+15;9,57879E+13;2,67942E+11;7,38383E+14;1,47607E+15;4,34757E+13;8,04877E+15;-1,0357E+14;984180058,6;1,06093E+15;via_2
1,43537E+16;7,78926E+13;7,9163E+15;1,5446E+14;1,85766E+11;9,65396E+14;4,29798E+16;3,51161E+12;3,94493E+15;-2,45591E+14;4987728646;1,71097E+15;1,56825E+13;1,33732E+13;3,12116E+15;-2,75021E+14;1995800150;7,21294E+15;via_2
1,52663E+16;7,76996E+12;3,22898E+16;-5,97478E+13;125163898,8;7,63471E+15;1,4539E+16;7,30573E+13;7,79501E+14;1,15786E+14;20389364574;7,5664E+14;4,49709E+15;3,49142E+13;7,07509E+15;4,59535E+13;7965629097;3,57084E+15;via
1,44844E+16;6,76502E+13;8,23232E+15;1,06623E+13;1,4045E+11;9,7219E+14;4,38254E+15;3,20014E+13;3,99529E+16;-2,1697E+14;433494550,7;1,72365E+15;1,95716E+16;89301673713;1,03187E+16;-8,48576E+13;13883620633;4,16451E+15;via
4,5813E+15;3,12366E+13;2,49778E+15;-1,96637E+14;4623615389;1,3931E+15;1,53849E+16;7,35333E+12;3,18313E+16;-1,11364E+14;12504654722;7,51971E+15;1,18251E+16;1,75882E+13;4,01713E+15;7,94298E+13;23091108022;2,26466E+15;via
