media_x_x,media_y_x,cov_xx_x,cov_xy_x,cov_yy_x,peso_x,media_x_y,media_y_y,cov_xx_y,cov_xy_y,cov_yy_y,peso_y,media_x_z,media_y_z,cov_xx_z,cov_xy_z,cov_yy_z,peso_z,one_hot_arepas,one_hot_lomas1,one_hot_lomas2,one_hot_lompend,one_hot_pasto,one_hot_pav,one_hot_pav_pen_suav,one_hot_pisadasvaca,one_hot_rip_pend_gran,one_hot_ripi,one_hot_rotonda,one_hot_via,one_hot_via_1,one_hot_via_2
38.202132011397175,0.004310099,174.72938490195816,-0.025923498,8.274211415525825e-06,0.1130393076902522,157.84463730669506,0.000300045,3178.607345194398,-0.008808134,1.0688340009182993e-06,0.735910587,42.38379960639416,0.001825269,489.61745282262166,-0.002870249,2.485105325629454e-06,0.2082001385620436,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150.21680221111654,0.000420232,3574.5700439426555,-0.014927915,1.1845759539015795e-06,0.8033655558076879,14.327209751867109,0.005810159,76.05157201923582,-0.0067012,1.1938258741037266e-05,0.091451562,5.672993447890328,0.006697818,13.201467325794194,-0.009017694,2.041304940848605e-05,0.034052194,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13.353789664441653,0.011766494,69.59123161658822,-0.003990915,4.240111288509108e-05,0.083595137,50.06940099,0.001093401,418.7627763544305,-0.010794919,1.7592119733763674e-06,0.1726378501234909,154.5318757003608,0.000683287,3474.196109429176,-0.021085624,1.3351090802052471e-06,0.7577476677309849,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151.48207373182487,0.000501295,3545.715092623037,-0.017109971,1.2307962738065364e-06,0.796499317,140.97797587824368,0.000461503,4230.092904506037,-0.018604502,1.1986995708888687e-06,0.8829194537012973,45.465423620225465,0.00174939,628.7706402113287,-0.003111047,2.4499142999776813e-06,0.2484218828827933,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14.233252393365618,0.013858671,83.17748487,-0.008597432,5.731769225721611e-05,0.080697658,16.044756377277025,0.011358913,111.18833946226572,-0.02329771,2.564256351805543e-05,0.015884708,4.819629129786012,0.007651911,10.626666561914485,-0.010912589,4.208882707117603e-05,0.027666372,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.10115449083659,0.004910233,218.8782317337005,-0.032432321,9.867750380302068e-06,0.122803026,17.35082918318802,0.005158982,103.8272787262884,-0.010273188,7.734749719890494e-06,0.1011958382410561,158.93504749319538,0.000721228,3277.447290200509,-0.021953367,1.3996124242305896e-06,0.7239117453463889,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149.77236176541336,0.000388378,3599.9667860254867,-0.014374307,1.170258174477654e-06,0.807623571,1.972167275995035,0.013370012,1.224105692145259,-0.000216027,3.79966578381441e-05,0.010181015,32.90582304820501,0.001474476,277.53140292269256,-0.010055832,2.126384810145832e-06,0.1643650207327376,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.492861934301295,0.011678683,51.91800523594242,-0.005068035,3.7384826649738814e-05,0.068019674,17.87565727,0.004341265,88.70229269390457,-0.009123435,6.661418331606346e-06,0.1047472339010811,4.400131645,0.009023324,8.639465129238904,-0.012111681,6.604370116559705e-05,0.025803266,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35.41387484534302,0.004162403,188.9978126,-0.02643091,7.804014096447122e-06,0.1243567547174214,140.38735327755282,0.000377016,4213.7479720831925,-0.014263825,1.12779718508894e-06,0.8850717509076653,148.94857637261632,0.000763957,3735.1443023483216,-0.022209923,1.410720390777481e-06,0.8098317135562731,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.397948353653824,0.023849013,112.73033885626248,-0.025915138,0.000152736,0.1227929457580161,15.575535654884185,0.011254144,90.99506532376468,-0.018094411,3.855257101956291e-05,0.1046001281777751,6.5790908394811645,0.011263954,18.692184596293803,-0.01848384,5.733078753330655e-05,0.037467875,0,1,0,0,0,0,0,0,0,0,0,0,0,0
