x,y,interior ,borde,model.k,model.G,model.c,BN,BS,Be,Bo,columna_DIR1,columna_DIR2,columna_NEU1,columna_NEU2,columna_ROB1,columna_ROB2,PHI_temp,Q_tempx,Q_tempy
1,0.5,0,1,5,30,1,0,1,0,0,0,0,1,0,0,0,2.76762611237019,-2.269364490635816,0
1,0.6666666666666666,0,1,5,30,1,0,1,0,0,0,0,1,0,0,0,2.76762611237019,-2.269364490635816,1.332267629550188e-14
1,0.8333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,0,0,0,2.767626112370189,-2.269364490635829,6.661338147750938e-15
1,1,0,1,5,30,1,0,1,1,0,0,0,1,0,0,0,2.767626112370189,-2.269364490635829,0
0,0,0,1,5,30,1,1,0,0,1,1,0,1,5,0,0,0,-9.294730534305819,0
0,0.1666666666666667,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-12.32696403093817,0
0,0.3333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-13.68922408584917,0
0,0.5,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-14.087866195116,0
0,0.6666666666666666,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-13.68922408584916,0
0,0.8333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-12.32696403093817,0
0,1,0,1,5,30,1,0,0,1,1,1,0,1,5,0,0,0,-9.294730534305812,0
0.1666666666666667,0,0,1,5,30,1,1,0,0,0,0,0,1,5,0,0,0.3098243511435274,-8.788315733602092,-3.032233496632353
0.1666666666666667,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.4108988010312725,-10.69619231855146,-2.197246775771676
0.1666666666666667,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.4563074695283058,-11.70905868113194,-0.880451082088913
0.1666666666666667,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.4695955398372,-12.02564126603592,3.33066907387547e-15
0.1666666666666667,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.4563074695283055,-11.70905868113194,0.8804510820889154
0.1666666666666667,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.4108988010312723,-10.69619231855145,2.197246775771676
0.1666666666666667,1,0,1,5,30,1,0,0,1,0,0,0,1,5,0,0,0.3098243511435271,-8.788315733602087,3.032233496632354
0.3333333333333333,0,0,1,5,30,1,1,0,0,0,0,0,1,5,0,0,0.5858877155734727,-7.014971739297422,-3.81575316989873
0.3333333333333333,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.7130794879034305,-7.519854119192243,-2.920742947529852
0.3333333333333333,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.7806039120754629,-7.990227380097514,-1.329448947484469
0.3333333333333333,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.8017094177357283,-8.163390624908462,3.33066907387547e-15
0.3333333333333333,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.7806039120754626,-7.990227380097514,1.329448947484472
0.3333333333333333,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.7130794879034302,-7.519854119192241,2.920742947529853
0.3333333333333333,1,0,1,5,30,1,0,0,1,0,0,0,1,5,0,0,0.5858877155734724,-7.014971739297423,3.815753169898733
0.5,0,0,1,5,30,1,1,0,0,0,0,0,1,5,0,0,0.7774891337633554,-4.270835050421428,-4.041998256421994
0.5,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.9122224089774219,-4.419802006151418,-3.172502416571768
0.5,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.9889892948681399,-4.612996247269063,-1.523987587805132
0.5,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.013821581497764,-4.692818643541265,3.33066907387547e-15
0.5,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.9889892948681397,-4.612996247269063,1.523987587805137
0.5,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.9122224089774216,-4.419802006151418,3.172502416571766
0.5,1,0,1,5,30,1,0,0,1,0,0,0,1,5,0,0,0.7774891337633553,-4.270835050421433,4.041998256421987
0.6666666666666666,0,0,1,5,30,1,1,0,0,0,0,0,1,5,0,0,0.8706100522682346,-1.252491311476691,-4.11368708135871
0.6666666666666666,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.007732954980192,-1.300077063312667,-3.262904144377486
0.6666666666666666,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.088136995226734,-1.374764716215322,-1.602465584874315
0.6666666666666666,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.114563993971813,-1.407962669404817,3.33066907387547e-15
0.6666666666666666,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.088136995226733,-1.374764716215322,1.602465584874318
0.6666666666666666,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.007732954980191,-1.300077063312667,3.262904144377482
0.6666666666666666,1,0,1,5,30,1,0,0,1,0,0,0,1,5,0,0,0.8706100522682346,-1.25249131147669,4.113687081358703
0.8333333333333333,0,0,1,5,30,1,1,0,0,0,0,0,1,5,0,0,0.8609885545284681,1.854065646076227,-4.137169760093945
0.8333333333333333,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.9988942131982663,1.839527130241016,-3.294775821310398
0.8333333333333333,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.080640275949161,1.814339533368506,-1.631873193897282
0.8333333333333333,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.107685759458085,1.802675383522603,3.33066907387547e-15
0.8333333333333333,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,1.080640275949161,1.814339533368509,1.631873193897287
0.8333333333333333,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.998894213198266,1.839527130241017,3.294775821310398
0.8333333333333333,1,0,1,5,30,1,0,0,1,0,0,0,1,5,0,0,0.8609885545284679,1.85406564607623,4.137169760093941
1,0,0,1,5,30,1,1,1,0,0,0,0,1,5,0,0,0.7470056758631528,3.419486359959458,-4.142764113029132
1,0.1666666666666667,0,1,5,30,1,0,1,0,0,0,0,1,5,0,0,0.8850978129641239,3.41389200702427,-3.302630257085208
1,0.3333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,5,0,0,0.9671810263355,3.40377748840984,-1.639317331592728
1,0.5,0,1,5,30,1,0,1,0,0,0,0,1,5,0,0,0.9943856350703058,3.39900373163338,6.661338147750939e-15
1,0.6666666666666666,0,1,5,30,1,0,1,0,0,0,0,1,5,0,0,0.9671810263354995,3.403777488409847,1.639317331592733
1,0.8333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,5,0,0,0.8850978129641236,3.41389200702427,3.302630257085204
1,1,0,1,5,30,1,0,1,1,0,0,0,1,5,0,0,0.7470056758631526,3.419486359959458,4.142764113029129
0,0,0,1,5,30,1,1,0,0,1,1,0,1,10,0,0,0,7.072375644044931,0
0,0.1666666666666667,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,1.007908650780224,0
0,0.3333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-1.716611459041767,0
0,0.5,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-2.513895677575425,0
0,0.6666666666666666,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,-1.716611459041768,0
0,0.8333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,1.007908650780221,0
0,1,0,1,5,30,1,0,0,1,1,1,0,1,10,0,0,0,7.072375644044929,0
0.1666666666666667,0,0,1,5,30,1,1,0,0,0,0,0,1,10,0,0,-0.2357458548014978,5.656488125209765,-6.064466993264708
0.1666666666666667,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.03359695502600747,1.840734955311033,-4.39449355154335
0.1666666666666667,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.0572203819680589,-0.1849977698499397,-1.760902164177825
0.1666666666666667,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.08379652258584752,-0.8181629396579029,-9.367506770274758e-16
0.1666666666666667,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.05722038196805897,-0.1849977698499416,1.760902164177824
0.1666666666666667,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.03359695502600737,1.84073495531103,4.394493551543349
0.1666666666666667,1,0,1,5,30,1,0,0,1,0,0,0,1,10,0,0,-0.2357458548014977,5.656488125209763,6.064466993264707
0.3333333333333333,0,0,1,5,30,1,1,0,0,0,0,0,1,10,0,0,-0.3770992083473176,4.403531880201008,-7.63150633979746
0.3333333333333333,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.1227156636874022,3.393767120411368,-5.841485895059705
0.3333333333333333,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.01233318465666264,2.453020598600823,-2.658897894968936
0.3333333333333333,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.05454419597719352,2.106694108978931,-1.873501354054952e-15
0.3333333333333333,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,0.01233318465666277,2.453020598600821,2.658897894968933
0.3333333333333333,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.122715663687402,3.393767120411364,5.841485895059704
0.3333333333333333,1,0,1,5,30,1,0,0,1,0,0,0,1,10,0,0,-0.3770992083473175,4.403531880201005,7.631506339797463
0.5,0,0,1,5,30,1,1,0,0,0,0,0,1,10,0,0,-0.5293146468148983,5.194569220772646,-8.083996512843985
0.5,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.2598480963867653,4.896635309312669,-6.345004833143536
0.5,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.1063143246053292,4.510246827077381,-3.047975175610263
0.5,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.05664975134608115,4.350602034532972,-2.498001805406602e-15
0.5,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.1063143246053291,4.510246827077379,3.047975175610257
0.5,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.2598480963867649,4.896635309312664,6.345004833143532
0.5,1,0,1,5,30,1,0,0,1,0,0,0,1,10,0,0,-0.5293146468148979,5.194569220772641,8.083996512843987
0.6666666666666666,0,0,1,5,30,1,1,0,0,0,0,0,1,10,0,0,-0.723403823065494,6.61033310215741,-8.227374162717414
0.6666666666666666,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.4491580176415801,6.515161598485459,-6.52580828875497
0.6666666666666666,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.288349937148496,6.365786292680156,-3.204931169748634
0.6666666666666666,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.2354959396583379,6.299390386301161,-4.163336342344337e-15
0.6666666666666666,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.2883499371484958,6.365786292680154,3.204931169748626
0.6666666666666666,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.4491580176415796,6.515161598485458,6.525808288754966
0.6666666666666666,1,0,1,5,30,1,0,0,1,0,0,0,1,10,0,0,-0.7234038230654936,6.610333102157409,8.227374162717414
0.8333333333333333,0,0,1,5,30,1,1,0,0,0,0,0,1,10,0,0,-0.9700035202920588,8.253164063675845,-8.274339520187887
0.8333333333333333,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.6941922029524625,8.224087032005418,-6.589551642620789
0.8333333333333333,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.5307000774506729,8.173711838260401,-3.263746387794563
0.8333333333333333,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.4766091104328251,8.15038353856859,-4.996003610813204e-15
0.8333333333333333,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.5307000774506726,8.173711838260401,3.263746387794555
0.8333333333333333,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.694192202952462,8.224087032005418,6.589551642620785
0.8333333333333333,1,0,1,5,30,1,0,0,1,0,0,0,1,10,0,0,-0.9700035202920584,8.253164063675845,8.274339520187889
1,0,0,1,5,30,1,1,1,0,0,0,0,1,10,0,0,-1.273614760643884,9.10833721055474,-8.285528226058265
1,0.1666666666666667,0,1,5,30,1,0,1,0,0,0,0,1,10,0,0,-0.9974304864419414,9.097148504684363,-6.605260514170413
1,0.3333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,10,0,0,-0.8332640596991895,9.076919467455491,-3.278634663185462
1,0.5,0,1,5,30,1,0,1,0,0,0,0,1,10,0,0,-0.7788548422295773,9.067371953902564,-3.33066907387547e-15
1,0.6666666666666666,0,1,5,30,1,0,1,0,0,0,0,1,10,0,0,-0.8332640596991893,9.076919467455495,3.278634663185453
1,0.8333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,10,0,0,-0.9974304864419409,9.097148504684363,6.605260514170409
1,1,0,1,5,30,1,0,1,1,0,0,0,1,10,0,0,-1.273614760643883,9.10833721055474,8.285528226058267
0,0,0,1,5,30,1,1,0,0,1,1,0,1,15,0,0,0,23.43948182239568,0
0,0.1666666666666667,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,14.34278133249862,0
0,0.3333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,10.25600116776563,0
0,0.5,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,9.060074839965147,0
0,0.6666666666666666,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,10.25600116776563,0
0,0.8333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,14.34278133249861,0
0,1,0,1,5,30,1,0,0,1,1,1,0,1,15,0,0,0,23.43948182239567,0
0.1666666666666667,0,0,1,5,30,1,1,0,0,0,0,0,1,15,0,0,-0.781316060746523,20.10129198402163,-9.096700489897062
0.1666666666666667,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.4780927110832876,14.37766222917353,-6.591740327315028
0.1666666666666667,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.3418667055921878,11.33906314143207,-2.64135324626674
0.1666666666666667,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.302002494665505,10.38931538672012,-1.665334536937735e-15
0.1666666666666667,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.3418667055921877,11.33906314143206,2.641353246266731
0.1666666666666667,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.478092711083287,14.37766222917351,6.591740327315021
0.1666666666666667,1,0,1,5,30,1,0,0,1,0,0,0,1,15,0,0,-0.7813160607465225,20.10129198402161,9.09670048989706
0.3333333333333333,0,0,1,5,30,1,1,0,0,0,0,0,1,15,0,0,-1.340086132268108,15.82203549969944,-11.44725950969619
0.3333333333333333,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.9585108152782351,14.30738836001498,-8.762228842589558
0.3333333333333333,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.7559375427621379,12.89626857729917,-3.988346842453407
0.3333333333333333,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.6926210257813413,12.37677884286632,-9.992007221626409e-15
0.3333333333333333,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.7559375427621372,12.89626857729916,3.988346842453394
0.3333333333333333,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.9585108152782342,14.30738836001497,8.762228842589552
0.3333333333333333,1,0,1,5,30,1,0,0,1,0,0,0,1,15,0,0,-1.340086132268107,15.82203549969943,11.44725950969619
0.5,0,0,1,5,30,1,1,0,0,0,0,0,1,15,0,0,-1.836118427393152,14.65997349196672,-12.12599476926597
0.5,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.431918601750953,14.21307262477676,-9.517507249715303
0.5,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.201617944078799,13.63348990142382,-4.571962763415398
0.5,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.127121084189926,13.39402271260721,-9.992007221626409e-15
0.5,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.201617944078798,13.63348990142382,4.571962763415378
0.5,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.431918601750952,14.21307262477675,9.517507249715292
0.5,1,0,1,5,30,1,0,0,1,0,0,0,1,15,0,0,-1.836118427393151,14.65997349196671,12.12599476926597
0.6666666666666666,0,0,1,5,30,1,1,0,0,0,0,0,1,15,0,0,-2.317417698399223,14.47315751579151,-12.34106124407611
0.6666666666666666,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.906048990263353,14.33040026028358,-9.788712433132456
0.6666666666666666,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.664836869523726,14.10633730157564,-4.80739675462296
0.6666666666666666,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.585555873288489,14.00674344200714,-1.665334536937735e-14
0.6666666666666666,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.664836869523725,14.10633730157563,4.807396754622934
0.6666666666666666,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-1.906048990263351,14.33040026028358,9.788712433132446
0.6666666666666666,1,0,1,5,30,1,0,0,1,0,0,0,1,15,0,0,-2.317417698399221,14.47315751579151,12.34106124407611
0.8333333333333333,0,0,1,5,30,1,1,0,0,0,0,0,1,15,0,0,-2.800995595112586,14.65226248127545,-12.41150928028182
0.8333333333333333,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-2.387278619103192,14.60864693376981,-9.884327463931175
0.8333333333333333,0.3333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-2.142040430850507,14.53308414315229,-4.89561958169184
0.8333333333333333,0.5,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-2.060903980323736,14.49809169361458,-1.332267629550188e-14
0.8333333333333333,0.6666666666666666,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-2.142040430850507,14.53308414315229,4.895619581691814
0.8333333333333333,0.8333333333333333,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-2.38727861910319,14.60864693376981,9.884327463931173
0.8333333333333333,1,0,1,5,30,1,0,0,1,0,0,0,1,15,0,0,-2.800995595112585,14.65226248127547,12.41150928028185
1,0,0,1,5,30,1,1,1,0,0,0,0,1,15,0,0,-3.29423519715092,14.79718806115002,-12.42829233908739
1,0.1666666666666667,0,1,5,30,1,0,1,0,0,0,0,1,15,0,0,-2.879958785848007,14.78040500234445,-9.907890771255612
1,0.3333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,15,0,0,-2.633709145733879,14.75006144650115,-4.917951994778194
1,0.5,0,1,5,30,1,0,1,0,0,0,0,1,15,0,0,-2.552095319529461,14.73574017617174,-1.998401444325282e-14
1,0.6666666666666666,0,1,5,30,1,0,1,0,0,0,0,1,15,0,0,-2.633709145733878,14.75006144650114,4.917951994778168
1,0.8333333333333333,0,1,5,30,1,0,1,0,0,0,0,1,15,0,0,-2.879958785848005,14.78040500234445,9.907890771255618
1,1,0,1,5,30,1,0,1,1,0,0,0,1,15,0,0,-3.294235197150919,14.79718806115002,12.42829233908741
0,0,0,1,5,30,1,1,0,0,1,1,0,1,20,0,0,0,39.80658800074644,0
0,0.1666666666666667,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,27.67765401421702,0
0,0.3333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,22.22861379457304,0
0,0.5,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,20.63404535750572,0
0,0.6666666666666666,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,22.22861379457303,0
0,0.8333333333333333,0,1,5,30,1,0,0,0,1,1,0,0,0,0,0,0,27.67765401421699,0
0,1,0,1,5,30,1,0,0,1,1,1,0,1,20,0,0,0,39.80658800074641,0
0.1666666666666667,0,0,1,5,30,1,1,0,0,0,0,0,1,20,0,0,-1.326886266691548,34.54609584283348,-12.12893398652942
0.1666666666666667,0.1666666666666667,1,0,5,30,1,0,0,0,0,0,0,0,0,0,0,-0.9225884671405677,26.91458950303602,-8.788987103086706
