Freq_adel,PSD_adel,Filename_adel,Freq_atr,PSD_atr,Filename_atr
67.19403819,1.90E-05,arepas_recto,66.02204439,4.66E-05,arepas_recto
71.14662867,1.84E-05,arepas_recto,69.90569406,2.76E-05,arepas_recto
75.09921916,2.07E-05,arepas_recto,73.78934373,2.06E-05,arepas_recto
79.05180964,2.56E-05,arepas_recto,77.6729934,1.34E-05,arepas_recto
83.00440012,2.08E-05,arepas_recto,81.55664307,9.60E-06,arepas_recto
86.9569906,1.12E-05,arepas_recto,85.44029274,7.42E-06,arepas_recto
90.90958108,8.62E-06,arepas_recto,89.32394241,6.20E-06,arepas_recto
94.86217157,6.81E-06,arepas_recto,93.20759208,5.71E-06,arepas_recto
98.81476205,6.35E-06,arepas_recto,97.09124175,4.57E-06,arepas_recto
102.7673525,5.74E-06,arepas_recto,100.9748914,4.03E-06,arepas_recto
106.719943,5.29E-06,arepas_recto,104.8585411,3.85E-06,arepas_recto
110.6725335,4.97E-06,arepas_recto,108.7421908,3.50E-06,arepas_recto
114.625124,4.52E-06,arepas_recto,112.6258404,3.38E-06,arepas_recto
118.5777145,4.48E-06,arepas_recto,116.5094901,3.46E-06,arepas_recto
122.5303049,4.48E-06,arepas_recto,120.3931398,3.96E-06,arepas_recto
126.4828954,3.99E-06,arepas_recto,124.2767894,3.95E-06,arepas_recto
130.4354859,4.11E-06,arepas_recto,128.1604391,3.39E-06,arepas_recto
134.3880764,4.03E-06,arepas_recto,132.0440888,2.77E-06,arepas_recto
138.3406669,4.15E-06,arepas_recto,135.9277384,2.73E-06,arepas_recto
142.2932573,3.76E-06,arepas_recto,139.8113881,3.21E-06,arepas_recto
146.2458478,3.52E-06,arepas_recto,143.6950378,3.58E-06,arepas_recto
150.1984383,3.02E-06,arepas_recto,147.5786875,4.52E-06,arepas_recto
154.1510288,3.21E-06,arepas_recto,151.4623371,4.60E-06,arepas_recto
158.1036193,3.36E-06,arepas_recto,155.3459868,3.50E-06,arepas_recto
